"REF_DATE","GEO","DGUID","Supply and disposition of sheep and lambs","Survey date","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","Canada","2016A000011124","Sheep and lambs consumed on farms","January to June","Head","148","thousands","3","v44184528","1.18.1","8.6","","","","1"
"2005","Canada","2016A000011124","Sheep and lambs consumed on farms","July to December","Head","148","thousands","3","v44184788","1.18.2","16.8","","","","1"
"2005","Canada","2016A000011124","Farm sales of sheep and lambs to consumers","January to June","Head","148","thousands","3","v44184529","1.19.1","78.6","","","","1"
"2005","Canada","2016A000011124","Farm sales of sheep and lambs to consumers","July to December","Head","148","thousands","3","v44184789","1.19.2","90.0","","","","1"
"2005","Canada","2016A000011124","Ending inventory of sheep and lambs","January to June","Head","148","thousands","3","v44184530","1.20.1","1190.5","","","","1"
"2005","Canada","2016A000011124","Ending inventory of sheep and lambs","July to December","Head","148","thousands","3","v44184790","1.20.2","893.8","","","","1"
"2005","Eastern provinces","","Total supply of sheep and lambs","January to June","Head","148","thousands","3","v44184531","2.1.1","986.6","","","","1"
"2005","Eastern provinces","","Total supply of sheep and lambs","July to December","Head","148","thousands","3","v44184791","2.1.2","794.7","","","","1"
"2005","Eastern provinces","","Beginning inventory of sheep and lambs","January to June","Head","148","thousands","3","v44184532","2.2.1","544.6","","","","1"
"2005","Eastern provinces","","Beginning inventory of sheep and lambs","July to December","Head","148","thousands","3","v44184792","2.2.2","655.5","","","","1"
"2005","Eastern provinces","","Lambs born","January to June","Head","148","thousands","3","v44184533","2.3.1","396.5","","","","1"
"2005","Eastern provinces","","Lambs born","July to December","Head","148","thousands","3","v44184793","2.3.2","139.2","","","","1"
"2005","Eastern provinces","","Interprovincial imports (net) of sheep and lambs","January to June","Head","148","thousands","3","v44184534","2.4.1","45.4","","","t","1"
"2005","Eastern provinces","","Interprovincial imports (net) of sheep and lambs","July to December","Head","148","thousands","3","v44184794","2.4.2","0.0","","","t","1"
"2005","Eastern provinces","","International imports of sheep and lambs","January to June","Head","148","thousands","3","v44184535","2.5.1","0.1","","","","1"
"2005","Eastern provinces","","International imports of sheep and lambs","July to December","Head","148","thousands","3","v44184795","2.5.2","0.0","","","","1"
"2005","Eastern provinces","","Total disposition of sheep and lambs","January to June","Head","148","thousands","3","v44184536","2.6.1","331.1","","","","1"
"2005","Eastern provinces","","Total disposition of sheep and lambs","July to December","Head","148","thousands","3","v44184796","2.6.2","285.9","","","","1"
"2005","Eastern provinces","","Deaths and condemnations of sheep and lambs","January to June","Head","148","thousands","3","v44184537","2.7.1","49.7","","","","1"
"2005","Eastern provinces","","Deaths and condemnations of sheep and lambs","July to December","Head","148","thousands","3","v44184797","2.7.2","20.9","","","","1"
"2005","Eastern provinces","","Deaths, sheep","January to June","Head","148","thousands","3","v44184538","2.8.1","4.8","","","","1"
"2005","Eastern provinces","","Deaths, sheep","July to December","Head","148","thousands","3","v44184798","2.8.2","10.3","","","","1"
"2005","Eastern provinces","","Deaths, lambs","January to June","Head","148","thousands","3","v44184539","2.9.1","43.3","","","","1"
"2005","Eastern provinces","","Deaths, lambs","July to December","Head","148","thousands","3","v44184799","2.9.2","9.0","","","","1"
"2005","Eastern provinces","","Condemnations of sheep and lambs","January to June","Head","148","thousands","3","v44184540","2.10.1","1.6","","","","1"
"2005","Eastern provinces","","Condemnations of sheep and lambs","July to December","Head","148","thousands","3","v44184800","2.10.2","1.6","","","","1"
"2005","Eastern provinces","","Interprovincial exports (net) of sheep and lambs","January to June","Head","148","thousands","3","v44184541","2.11.1","0.0","","","t","1"
"2005","Eastern provinces","","Interprovincial exports (net) of sheep and lambs","July to December","Head","148","thousands","3","v44184801","2.11.2","3.2","","","t","1"
"2005","Eastern provinces","","International exports of sheep and lambs","January to June","Head","148","thousands","3","v44184542","2.12.1","0.0","","","","1"
"2005","Eastern provinces","","International exports of sheep and lambs","July to December","Head","148","thousands","3","v44184802","2.12.2","0.7","","","","1"
"2005","Eastern provinces","","Total slaughter of sheep and lambs","January to June","Head","148","thousands","3","v44184543","2.13.1","281.4","","","","1"
"2005","Eastern provinces","","Total slaughter of sheep and lambs","July to December","Head","148","thousands","3","v44184803","2.13.2","261.1","","","","1"
"2005","Eastern provinces","","Federal Provincial Inspected Slaughter (FPIS)","January to June","Head","148","thousands","3","v44184544","2.14.1","234.0","","","","1"
"2005","Eastern provinces","","Federal Provincial Inspected Slaughter (FPIS)","July to December","Head","148","thousands","3","v44184804","2.14.2","225.8","","","","1"
"2005","Eastern provinces","","International imports for slaughter of sheep and lambs","January to June","Head","148","thousands","3","v44184545","2.15.1","0.0","","","","1"
"2005","Eastern provinces","","International imports for slaughter of sheep and lambs","July to December","Head","148","thousands","3","v44184805","2.15.2","0.0","","","","1"
"2005","Eastern provinces","","Provincially inspected slaughter of sheep and lambs","January to June","Head","148","thousands","3","v44184546","2.16.1","0.1","","","","1"
"2005","Eastern provinces","","Provincially inspected slaughter of sheep and lambs","July to December","Head","148","thousands","3","v44184806","2.16.2","0.2","","","","1"
"2005","Eastern provinces","","Commercial slaughter of sheep and lambs, not elsewhere specified","January to June","Head","148","thousands","3","v44184547","2.17.1","16.4","","","","1"
"2005","Eastern provinces","","Commercial slaughter of sheep and lambs, not elsewhere specified","July to December","Head","148","thousands","3","v44184807","2.17.2","16.7","","","","1"
"2005","Eastern provinces","","Sheep and lambs consumed on farms","January to June","Head","148","thousands","3","v44184548","2.18.1","2.4","","","","1"
"2005","Eastern provinces","","Sheep and lambs consumed on farms","July to December","Head","148","thousands","3","v44184808","2.18.2","3.4","","","","1"
"2005","Eastern provinces","","Farm sales of sheep and lambs to consumers","January to June","Head","148","thousands","3","v44184549","2.19.1","28.5","","","","1"
"2005","Eastern provinces","","Farm sales of sheep and lambs to consumers","July to December","Head","148","thousands","3","v44184809","2.19.2","15.0","","","","1"
"2005","Eastern provinces","","Ending inventory of sheep and lambs","January to June","Head","148","thousands","3","v44184550","2.20.1","655.5","","","","1"
"2005","Eastern provinces","","Ending inventory of sheep and lambs","July to December","Head","148","thousands","3","v44184810","2.20.2","508.8","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Total supply of sheep and lambs","January to June","Head","148","thousands","3","v44184551","3.1.1","7.4","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Total supply of sheep and lambs","July to December","Head","148","thousands","3","v44184811","3.1.2","5.9","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Beginning inventory of sheep and lambs","January to June","Head","148","thousands","3","v44184552","3.2.1","4.0","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Beginning inventory of sheep and lambs","July to December","Head","148","thousands","3","v44184812","3.2.2","5.7","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Lambs born","January to June","Head","148","thousands","3","v44184553","3.3.1","3.4","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Lambs born","July to December","Head","148","thousands","3","v44184813","3.3.2","0.2","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Interprovincial imports (net) of sheep and lambs","January to June","Head","148","thousands","3","v44184554","3.4.1","0.0","","","t","1"
"2005","Newfoundland and Labrador","2016A000210","Interprovincial imports (net) of sheep and lambs","July to December","Head","148","thousands","3","v44184814","3.4.2","0.0","","","t","1"
"2005","Newfoundland and Labrador","2016A000210","International imports of sheep and lambs","January to June","Head","148","thousands","3","v44184555","3.5.1","0.0","","","","1"
"2005","Newfoundland and Labrador","2016A000210","International imports of sheep and lambs","July to December","Head","148","thousands","3","v44184815","3.5.2","0.0","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Total disposition of sheep and lambs","January to June","Head","148","thousands","3","v44184556","3.6.1","1.7","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Total disposition of sheep and lambs","July to December","Head","148","thousands","3","v44184816","3.6.2","2.3","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Deaths and condemnations of sheep and lambs","January to June","Head","148","thousands","3","v44184557","3.7.1","0.6","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Deaths and condemnations of sheep and lambs","July to December","Head","148","thousands","3","v44184817","3.7.2","0.2","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Deaths, sheep","January to June","Head","148","thousands","3","v44184558","3.8.1","0.2","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Deaths, sheep","July to December","Head","148","thousands","3","v44184818","3.8.2","0.1","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Deaths, lambs","January to June","Head","148","thousands","3","v44184559","3.9.1","0.4","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Deaths, lambs","July to December","Head","148","thousands","3","v44184819","3.9.2","0.1","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Condemnations of sheep and lambs","January to June","Head","148","thousands","3","v44184560","3.10.1","0.0","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Condemnations of sheep and lambs","July to December","Head","148","thousands","3","v44184820","3.10.2","0.0","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Interprovincial exports (net) of sheep and lambs","January to June","Head","148","thousands","3","v44184561","3.11.1","0.0","","","t","1"
"2005","Newfoundland and Labrador","2016A000210","Interprovincial exports (net) of sheep and lambs","July to December","Head","148","thousands","3","v44184821","3.11.2","0.0","","","t","1"
"2005","Newfoundland and Labrador","2016A000210","International exports of sheep and lambs","January to June","Head","148","thousands","3","v44184562","3.12.1","0.0","","","","1"
"2005","Newfoundland and Labrador","2016A000210","International exports of sheep and lambs","July to December","Head","148","thousands","3","v44184822","3.12.2","0.0","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Total slaughter of sheep and lambs","January to June","Head","148","thousands","3","v44184563","3.13.1","1.1","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Total slaughter of sheep and lambs","July to December","Head","148","thousands","3","v44184823","3.13.2","2.1","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Federal Provincial Inspected Slaughter (FPIS)","January to June","Head","148","thousands","3","v44184564","3.14.1","0.0","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Federal Provincial Inspected Slaughter (FPIS)","July to December","Head","148","thousands","3","v44184824","3.14.2","0.0","","","","1"
"2005","Newfoundland and Labrador","2016A000210","International imports for slaughter of sheep and lambs","January to June","Head","148","thousands","3","v44184565","3.15.1","0.0","","","","1"
"2005","Newfoundland and Labrador","2016A000210","International imports for slaughter of sheep and lambs","July to December","Head","148","thousands","3","v44184825","3.15.2","0.0","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Provincially inspected slaughter of sheep and lambs","January to June","Head","148","thousands","3","v44184566","3.16.1","0.0","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Provincially inspected slaughter of sheep and lambs","July to December","Head","148","thousands","3","v44184826","3.16.2","0.0","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Commercial slaughter of sheep and lambs, not elsewhere specified","January to June","Head","148","thousands","3","v44184567","3.17.1","0.3","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Commercial slaughter of sheep and lambs, not elsewhere specified","July to December","Head","148","thousands","3","v44184827","3.17.2","0.6","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Sheep and lambs consumed on farms","January to June","Head","148","thousands","3","v44184568","3.18.1","0.0","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Sheep and lambs consumed on farms","July to December","Head","148","thousands","3","v44184828","3.18.2","0.2","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Farm sales of sheep and lambs to consumers","January to June","Head","148","thousands","3","v44184569","3.19.1","0.8","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Farm sales of sheep and lambs to consumers","July to December","Head","148","thousands","3","v44184829","3.19.2","1.3","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Ending inventory of sheep and lambs","January to June","Head","148","thousands","3","v44184570","3.20.1","5.7","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Ending inventory of sheep and lambs","July to December","Head","148","thousands","3","v44184830","3.20.2","3.6","","","","1"
"2005","Prince Edward Island","2016A000211","Total supply of sheep and lambs","January to June","Head","148","thousands","3","v44184571","4.1.1","5.6","","","","1"
"2005","Prince Edward Island","2016A000211","Total supply of sheep and lambs","July to December","Head","148","thousands","3","v44184831","4.1.2","4.3","","","","1"
"2005","Prince Edward Island","2016A000211","Beginning inventory of sheep and lambs","January to June","Head","148","thousands","3","v44184572","4.2.1","2.9","","","","1"
"2005","Prince Edward Island","2016A000211","Beginning inventory of sheep and lambs","July to December","Head","148","thousands","3","v44184832","4.2.2","4.0","","","","1"
"2005","Prince Edward Island","2016A000211","Lambs born","January to June","Head","148","thousands","3","v44184573","4.3.1","2.7","","","","1"
"2005","Prince Edward Island","2016A000211","Lambs born","July to December","Head","148","thousands","3","v44184833","4.3.2","0.3","","","","1"
"2005","Prince Edward Island","2016A000211","Interprovincial imports (net) of sheep and lambs","January to June","Head","148","thousands","3","v44184574","4.4.1","0.0","","","t","1"
"2005","Prince Edward Island","2016A000211","Interprovincial imports (net) of sheep and lambs","July to December","Head","148","thousands","3","v44184834","4.4.2","0.0","","","t","1"
"2005","Prince Edward Island","2016A000211","International imports of sheep and lambs","January to June","Head","148","thousands","3","v44184575","4.5.1","0.0","","","","1"
"2005","Prince Edward Island","2016A000211","International imports of sheep and lambs","July to December","Head","148","thousands","3","v44184835","4.5.2","0.0","","","","1"
"2005","Prince Edward Island","2016A000211","Total disposition of sheep and lambs","January to June","Head","148","thousands","3","v44184576","4.6.1","1.6","","","","1"
"2005","Prince Edward Island","2016A000211","Total disposition of sheep and lambs","July to December","Head","148","thousands","3","v44184836","4.6.2","0.9","","","","1"
"2005","Prince Edward Island","2016A000211","Deaths and condemnations of sheep and lambs","January to June","Head","148","thousands","3","v44184577","4.7.1","0.3","","","","1"
"2005","Prince Edward Island","2016A000211","Deaths and condemnations of sheep and lambs","July to December","Head","148","thousands","3","v44184837","4.7.2","0.1","","","","1"
"2005","Prince Edward Island","2016A000211","Deaths, sheep","January to June","Head","148","thousands","3","v44184578","4.8.1","0.1","","","","1"
"2005","Prince Edward Island","2016A000211","Deaths, sheep","July to December","Head","148","thousands","3","v44184838","4.8.2","0.0","","","","1"
"2005","Prince Edward Island","2016A000211","Deaths, lambs","January to June","Head","148","thousands","3","v44184579","4.9.1","0.2","","","","1"
"2005","Prince Edward Island","2016A000211","Deaths, lambs","July to December","Head","148","thousands","3","v44184839","4.9.2","0.1","","","","1"
"2005","Prince Edward Island","2016A000211","Condemnations of sheep and lambs","January to June","Head","148","thousands","3","v44184580","4.10.1","0.0","","","","1"
"2005","Prince Edward Island","2016A000211","Condemnations of sheep and lambs","July to December","Head","148","thousands","3","v44184840","4.10.2","0.0","","","","1"
"2005","Prince Edward Island","2016A000211","Interprovincial exports (net) of sheep and lambs","January to June","Head","148","thousands","3","v44184581","4.11.1","1.2","","","t","1"
"2005","Prince Edward Island","2016A000211","Interprovincial exports (net) of sheep and lambs","July to December","Head","148","thousands","3","v44184841","4.11.2","0.6","","","t","1"
"2005","Prince Edward Island","2016A000211","International exports of sheep and lambs","January to June","Head","148","thousands","3","v44184582","4.12.1","0.0","","","","1"
"2005","Prince Edward Island","2016A000211","International exports of sheep and lambs","July to December","Head","148","thousands","3","v44184842","4.12.2","0.0","","","","1"
"2005","Prince Edward Island","2016A000211","Total slaughter of sheep and lambs","January to June","Head","148","thousands","3","v44184583","4.13.1","0.1","","","","1"
"2005","Prince Edward Island","2016A000211","Total slaughter of sheep and lambs","July to December","Head","148","thousands","3","v44184843","4.13.2","0.2","","","","1"
"2005","Prince Edward Island","2016A000211","Federal Provincial Inspected Slaughter (FPIS)","January to June","Head","148","thousands","3","v44184584","4.14.1","0.0","","","","1"
"2005","Prince Edward Island","2016A000211","Federal Provincial Inspected Slaughter (FPIS)","July to December","Head","148","thousands","3","v44184844","4.14.2","0.0","","","","1"
"2005","Prince Edward Island","2016A000211","International imports for slaughter of sheep and lambs","January to June","Head","148","thousands","3","v44184585","4.15.1","0.0","","","","1"
"2005","Prince Edward Island","2016A000211","International imports for slaughter of sheep and lambs","July to December","Head","148","thousands","3","v44184845","4.15.2","0.0","","","","1"
"2005","Prince Edward Island","2016A000211","Provincially inspected slaughter of sheep and lambs","January to June","Head","148","thousands","3","v44184586","4.16.1","0.1","","","","1"
"2005","Prince Edward Island","2016A000211","Provincially inspected slaughter of sheep and lambs","July to December","Head","148","thousands","3","v44184846","4.16.2","0.2","","","","1"
"2005","Prince Edward Island","2016A000211","Commercial slaughter of sheep and lambs, not elsewhere specified","January to June","Head","148","thousands","3","v44184587","4.17.1","0.0","","","","1"
"2005","Prince Edward Island","2016A000211","Commercial slaughter of sheep and lambs, not elsewhere specified","July to December","Head","148","thousands","3","v44184847","4.17.2","0.0","","","","1"
"2005","Prince Edward Island","2016A000211","Sheep and lambs consumed on farms","January to June","Head","148","thousands","3","v44184588","4.18.1","0.0","","","","1"
"2005","Prince Edward Island","2016A000211","Sheep and lambs consumed on farms","July to December","Head","148","thousands","3","v44184848","4.18.2","0.0","","","","1"
"2005","Prince Edward Island","2016A000211","Farm sales of sheep and lambs to consumers","January to June","Head","148","thousands","3","v44184589","4.19.1","0.0","","","","1"
"2005","Prince Edward Island","2016A000211","Farm sales of sheep and lambs to consumers","July to December","Head","148","thousands","3","v44184849","4.19.2","0.0","","","","1"
"2005","Prince Edward Island","2016A000211","Ending inventory of sheep and lambs","January to June","Head","148","thousands","3","v44184590","4.20.1","4.0","","","","1"
"2005","Prince Edward Island","2016A000211","Ending inventory of sheep and lambs","July to December","Head","148","thousands","3","v44184850","4.20.2","3.4","","","","1"
"2005","Nova Scotia","2016A000212","Total supply of sheep and lambs","January to June","Head","148","thousands","3","v44184591","5.1.1","35.7","","","","1"
"2005","Nova Scotia","2016A000212","Total supply of sheep and lambs","July to December","Head","148","thousands","3","v44184851","5.1.2","28.0","","","","1"
"2005","Nova Scotia","2016A000212","Beginning inventory of sheep and lambs","January to June","Head","148","thousands","3","v44184592","5.2.1","18.6","","","","1"
"2005","Nova Scotia","2016A000212","Beginning inventory of sheep and lambs","July to December","Head","148","thousands","3","v44184852","5.2.2","26.0","","","","1"
"2005","Nova Scotia","2016A000212","Lambs born","January to June","Head","148","thousands","3","v44184593","5.3.1","17.1","","","","1"
"2005","Nova Scotia","2016A000212","Lambs born","July to December","Head","148","thousands","3","v44184853","5.3.2","2.0","","","","1"
"2005","Nova Scotia","2016A000212","Interprovincial imports (net) of sheep and lambs","January to June","Head","148","thousands","3","v44184594","5.4.1","0.0","","","t","1"
"2005","Nova Scotia","2016A000212","Interprovincial imports (net) of sheep and lambs","July to December","Head","148","thousands","3","v44184854","5.4.2","0.0","","","t","1"
"2005","Nova Scotia","2016A000212","International imports of sheep and lambs","January to June","Head","148","thousands","3","v44184595","5.5.1","0.0","","","","1"
"2005","Nova Scotia","2016A000212","International imports of sheep and lambs","July to December","Head","148","thousands","3","v44184855","5.5.2","0.0","","","","1"
"2005","Nova Scotia","2016A000212","Total disposition of sheep and lambs","January to June","Head","148","thousands","3","v44184596","5.6.1","9.7","","","","1"
"2005","Nova Scotia","2016A000212","Total disposition of sheep and lambs","July to December","Head","148","thousands","3","v44184856","5.6.2","9.5","","","","1"
"2005","Nova Scotia","2016A000212","Deaths and condemnations of sheep and lambs","January to June","Head","148","thousands","3","v44184597","5.7.1","1.3","","","","1"
"2005","Nova Scotia","2016A000212","Deaths and condemnations of sheep and lambs","July to December","Head","148","thousands","3","v44184857","5.7.2","0.5","","","","1"
"2005","Nova Scotia","2016A000212","Deaths, sheep","January to June","Head","148","thousands","3","v44184598","5.8.1","0.3","","","","1"
"2005","Nova Scotia","2016A000212","Deaths, sheep","July to December","Head","148","thousands","3","v44184858","5.8.2","0.3","","","","1"
"2005","Nova Scotia","2016A000212","Deaths, lambs","January to June","Head","148","thousands","3","v44184599","5.9.1","1.0","","","","1"
"2005","Nova Scotia","2016A000212","Deaths, lambs","July to December","Head","148","thousands","3","v44184859","5.9.2","0.2","","","","1"
"2005","Nova Scotia","2016A000212","Condemnations of sheep and lambs","January to June","Head","148","thousands","3","v44184600","5.10.1","0.0","","","","1"
"2005","Nova Scotia","2016A000212","Condemnations of sheep and lambs","July to December","Head","148","thousands","3","v44184860","5.10.2","0.0","","","","1"
"2005","Nova Scotia","2016A000212","Interprovincial exports (net) of sheep and lambs","January to June","Head","148","thousands","3","v44184601","5.11.1","1.3","","","t","1"
"2005","Nova Scotia","2016A000212","Interprovincial exports (net) of sheep and lambs","July to December","Head","148","thousands","3","v44184861","5.11.2","1.2","","","t","1"
"2005","Nova Scotia","2016A000212","International exports of sheep and lambs","January to June","Head","148","thousands","3","v44184602","5.12.1","0.0","","","","1"
"2005","Nova Scotia","2016A000212","International exports of sheep and lambs","July to December","Head","148","thousands","3","v44184862","5.12.2","0.0","","","","1"
"2005","Nova Scotia","2016A000212","Total slaughter of sheep and lambs","January to June","Head","148","thousands","3","v44184603","5.13.1","7.1","","","","1"
"2005","Nova Scotia","2016A000212","Total slaughter of sheep and lambs","July to December","Head","148","thousands","3","v44184863","5.13.2","7.8","","","","1"
"2005","Nova Scotia","2016A000212","Federal Provincial Inspected Slaughter (FPIS)","January to June","Head","148","thousands","3","v44184604","5.14.1","6.1","","","","1"
"2005","Nova Scotia","2016A000212","Federal Provincial Inspected Slaughter (FPIS)","July to December","Head","148","thousands","3","v44184864","5.14.2","7.3","","","","1"
"2005","Nova Scotia","2016A000212","International imports for slaughter of sheep and lambs","January to June","Head","148","thousands","3","v44184605","5.15.1","0.0","","","","1"
"2005","Nova Scotia","2016A000212","International imports for slaughter of sheep and lambs","July to December","Head","148","thousands","3","v44184865","5.15.2","0.0","","","","1"
"2005","Nova Scotia","2016A000212","Provincially inspected slaughter of sheep and lambs","January to June","Head","148","thousands","3","v44184606","5.16.1","0.0","","","","1"
"2005","Nova Scotia","2016A000212","Provincially inspected slaughter of sheep and lambs","July to December","Head","148","thousands","3","v44184866","5.16.2","0.0","","","","1"
"2005","Nova Scotia","2016A000212","Commercial slaughter of sheep and lambs, not elsewhere specified","January to June","Head","148","thousands","3","v44184607","5.17.1","0.3","","","","1"
"2005","Nova Scotia","2016A000212","Commercial slaughter of sheep and lambs, not elsewhere specified","July to December","Head","148","thousands","3","v44184867","5.17.2","0.1","","","","1"
"2005","Nova Scotia","2016A000212","Sheep and lambs consumed on farms","January to June","Head","148","thousands","3","v44184608","5.18.1","0.1","","","","1"
"2005","Nova Scotia","2016A000212","Sheep and lambs consumed on farms","July to December","Head","148","thousands","3","v44184868","5.18.2","0.1","","","","1"
"2005","Nova Scotia","2016A000212","Farm sales of sheep and lambs to consumers","January to June","Head","148","thousands","3","v44184609","5.19.1","0.6","","","","1"
"2005","Nova Scotia","2016A000212","Farm sales of sheep and lambs to consumers","July to December","Head","148","thousands","3","v44184869","5.19.2","0.3","","","","1"
"2005","Nova Scotia","2016A000212","Ending inventory of sheep and lambs","January to June","Head","148","thousands","3","v44184610","5.20.1","26.0","","","","1"
"2005","Nova Scotia","2016A000212","Ending inventory of sheep and lambs","July to December","Head","148","thousands","3","v44184870","5.20.2","18.5","","","","1"
"2005","New Brunswick","2016A000213","Total supply of sheep and lambs","January to June","Head","148","thousands","3","v44184611","6.1.1","11.4","","","","1"
"2005","New Brunswick","2016A000213","Total supply of sheep and lambs","July to December","Head","148","thousands","3","v44184871","6.1.2","8.8","","","","1"
"2005","New Brunswick","2016A000213","Beginning inventory of sheep and lambs","January to June","Head","148","thousands","3","v44184612","6.2.1","6.6","","","","1"
"2005","New Brunswick","2016A000213","Beginning inventory of sheep and lambs","July to December","Head","148","thousands","3","v44184872","6.2.2","7.8","","","","1"
"2005","New Brunswick","2016A000213","Lambs born","January to June","Head","148","thousands","3","v44184613","6.3.1","4.8","","","","1"
"2005","New Brunswick","2016A000213","Lambs born","July to December","Head","148","thousands","3","v44184873","6.3.2","1.0","","","","1"
"2005","New Brunswick","2016A000213","Interprovincial imports (net) of sheep and lambs","January to June","Head","148","thousands","3","v44184614","6.4.1","0.0","","","t","1"
"2005","New Brunswick","2016A000213","Interprovincial imports (net) of sheep and lambs","July to December","Head","148","thousands","3","v44184874","6.4.2","0.0","","","t","1"
"2005","New Brunswick","2016A000213","International imports of sheep and lambs","January to June","Head","148","thousands","3","v44184615","6.5.1","0.0","","","","1"
"2005","New Brunswick","2016A000213","International imports of sheep and lambs","July to December","Head","148","thousands","3","v44184875","6.5.2","0.0","","","","1"
"2005","New Brunswick","2016A000213","Total disposition of sheep and lambs","January to June","Head","148","thousands","3","v44184616","6.6.1","3.6","","","","1"
"2005","New Brunswick","2016A000213","Total disposition of sheep and lambs","July to December","Head","148","thousands","3","v44184876","6.6.2","2.5","","","","1"
"2005","New Brunswick","2016A000213","Deaths and condemnations of sheep and lambs","January to June","Head","148","thousands","3","v44184617","6.7.1","0.5","","","","1"
"2005","New Brunswick","2016A000213","Deaths and condemnations of sheep and lambs","July to December","Head","148","thousands","3","v44184877","6.7.2","0.2","","","","1"
"2005","New Brunswick","2016A000213","Deaths, sheep","January to June","Head","148","thousands","3","v44184618","6.8.1","0.1","","","","1"
"2005","New Brunswick","2016A000213","Deaths, sheep","July to December","Head","148","thousands","3","v44184878","6.8.2","0.1","","","","1"
"2005","New Brunswick","2016A000213","Deaths, lambs","January to June","Head","148","thousands","3","v44184619","6.9.1","0.4","","","","1"
"2005","New Brunswick","2016A000213","Deaths, lambs","July to December","Head","148","thousands","3","v44184879","6.9.2","0.1","","","","1"
"2005","New Brunswick","2016A000213","Condemnations of sheep and lambs","January to June","Head","148","thousands","3","v44184620","6.10.1","0.0","","","","1"
"2005","New Brunswick","2016A000213","Condemnations of sheep and lambs","July to December","Head","148","thousands","3","v44184880","6.10.2","0.0","","","","1"
"2005","New Brunswick","2016A000213","Interprovincial exports (net) of sheep and lambs","January to June","Head","148","thousands","3","v44184621","6.11.1","1.7","","","t","1"
"2005","New Brunswick","2016A000213","Interprovincial exports (net) of sheep and lambs","July to December","Head","148","thousands","3","v44184881","6.11.2","1.4","","","t","1"
"2005","New Brunswick","2016A000213","International exports of sheep and lambs","January to June","Head","148","thousands","3","v44184622","6.12.1","0.0","","","","1"
"2005","New Brunswick","2016A000213","International exports of sheep and lambs","July to December","Head","148","thousands","3","v44184882","6.12.2","0.0","","","","1"
"2005","New Brunswick","2016A000213","Total slaughter of sheep and lambs","January to June","Head","148","thousands","3","v44184623","6.13.1","1.4","","","","1"
"2005","New Brunswick","2016A000213","Total slaughter of sheep and lambs","July to December","Head","148","thousands","3","v44184883","6.13.2","0.9","","","","1"
"2005","New Brunswick","2016A000213","Federal Provincial Inspected Slaughter (FPIS)","January to June","Head","148","thousands","3","v44184624","6.14.1","0.5","","","","1"
"2005","New Brunswick","2016A000213","Federal Provincial Inspected Slaughter (FPIS)","July to December","Head","148","thousands","3","v44184884","6.14.2","0.0","","","","1"
"2005","New Brunswick","2016A000213","International imports for slaughter of sheep and lambs","January to June","Head","148","thousands","3","v44184625","6.15.1","0.0","","","","1"
"2005","New Brunswick","2016A000213","International imports for slaughter of sheep and lambs","July to December","Head","148","thousands","3","v44184885","6.15.2","0.0","","","","1"
"2005","New Brunswick","2016A000213","Provincially inspected slaughter of sheep and lambs","January to June","Head","148","thousands","3","v44184626","6.16.1","0.0","","","","1"
"2005","New Brunswick","2016A000213","Provincially inspected slaughter of sheep and lambs","July to December","Head","148","thousands","3","v44184886","6.16.2","0.0","","","","1"
"2005","New Brunswick","2016A000213","Commercial slaughter of sheep and lambs, not elsewhere specified","January to June","Head","148","thousands","3","v44184627","6.17.1","0.8","","","","1"
