,CD,DairyCow,DairyCow_AU,% of dairy cows (animals) in CD over total Quebec,% of dairy cows (AU) in CD over total Quebec,Milk (liters),Milk (kg P)
85,2487,1449.0,1958.108108108108,0.4079437831507111,0.40794378315071106,13657492.803973017,12838.043235734636
86,2488,990.0,1337.837837837838,0.27871935494769084,0.27871935494769084,9331206.26358405,8771.333887769006
87,2489,261.0,352.7027027027027,0.07348055721348214,0.07348055721348214,2460045.2876721583,2312.442570411829
88,2490,0.0,0.0,0.0,0.0,0.0,0.0
89,2491,2354.0,3181.0810810810813,0.662732688431176,0.662732688431176,22187534.893410962,20856.282799806304
90,2492,4496.0,6075.675675675676,1.265780020045271,1.2657800200452707,42376872.08189282,39834.25975697925
91,2493,7699.0,10404.054054054057,2.1675356704467394,2.16753567044674,72566623.25589253,68212.62586053897
92,2494,4064.0,5491.891891891892,1.1441570287953693,1.1441570287953693,38305072.98505614,36006.76860595277
93,2495,231.0,312.1621621621622,0.0650345161544612,0.0650345161544612,2177281.461502945,2046.6445738127684
94,2496,0.0,0.0,0.0,0.0,0.0,0.0
95,2497,0.0,0.0,0.0,0.0,0.0,0.0
96,2498,0.0,0.0,0.0,0.0,0.0,0.0
97,2499,0.0,0.0,0.0,0.0,0.0,0.0
