"REF_DATE","GEO","DGUID","Supply and disposition of cattle","Survey date","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","Canada","2016A000011124","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123312","1.10.1","408.8","","","","1"
"2007","Canada","2016A000011124","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123313","1.10.2","213.0","","","","1"
"2007","Canada","2016A000011124","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123314","1.11.1","15665.0","","","","1"
"2007","Canada","2016A000011124","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123315","1.11.2","13755.0","","","","1"
"2007","Eastern provinces","","Total supply of cattle","January to June","Head","148","thousands","3","v41123316","2.1.1","4529.5","","","","1"
"2007","Eastern provinces","","Total supply of cattle","July to December","Head","148","thousands","3","v41123317","2.1.2","4316.9","","","","1"
"2007","Eastern provinces","","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123318","2.2.1","3560.0","","","","1"
"2007","Eastern provinces","","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123319","2.2.2","3635.0","","","","1"
"2007","Eastern provinces","","Calves born","January to June","Head","148","thousands","3","v41123320","2.3.1","744.8","","","","1"
"2007","Eastern provinces","","Calves born","July to December","Head","148","thousands","3","v41123321","2.3.2","382.8","","","","1"
"2007","Eastern provinces","","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123322","2.4.1","194.9","","","","1"
"2007","Eastern provinces","","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123323","2.4.2","276.5","","","","1"
"2007","Eastern provinces","","International imports of cattle","January to June","Head","148","thousands","3","v41123324","2.5.1","29.8","","","","1"
"2007","Eastern provinces","","International imports of cattle","July to December","Head","148","thousands","3","v41123325","2.5.2","22.6","","","","1"
"2007","Eastern provinces","","Total disposition of cattle","January to June","Head","148","thousands","3","v41123326","2.6.1","894.5","","","","1"
"2007","Eastern provinces","","Total disposition of cattle","July to December","Head","148","thousands","3","v41123327","2.6.2","826.9","","","","1"
"2007","Eastern provinces","","Slaughter of cattle","January to June","Head","148","thousands","3","v41123328","2.7.1","671.8","","","","1"
"2007","Eastern provinces","","Slaughter of cattle","July to December","Head","148","thousands","3","v41123329","2.7.2","597.5","","","","1"
"2007","Eastern provinces","","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123330","2.8.1","65.2","","","","1"
"2007","Eastern provinces","","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123331","2.8.2","56.2","","","","1"
"2007","Eastern provinces","","International exports of cattle","January to June","Head","148","thousands","3","v41123332","2.9.1","64.0","","","","1"
"2007","Eastern provinces","","International exports of cattle","July to December","Head","148","thousands","3","v41123333","2.9.2","100.5","","","","1"
"2007","Eastern provinces","","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123334","2.10.1","93.5","","","","1"
"2007","Eastern provinces","","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123335","2.10.2","72.7","","","","1"
"2007","Eastern provinces","","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123336","2.11.1","3635.0","","","","1"
"2007","Eastern provinces","","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123337","2.11.2","3490.0","","","","1"
"2007","Atlantic provinces","2016A00011","Total supply of cattle","January to June","Head","148","thousands","3","v41123338","3.1.1","355.4","","","","1"
"2007","Atlantic provinces","2016A00011","Total supply of cattle","July to December","Head","148","thousands","3","v41123339","3.1.2","324.9","","","","1"
"2007","Atlantic provinces","2016A00011","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123340","3.2.1","286.7","","","","1"
"2007","Atlantic provinces","2016A00011","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123341","3.2.2","287.8","","","","1"
"2007","Atlantic provinces","2016A00011","Calves born","January to June","Head","148","thousands","3","v41123342","3.3.1","66.3","","","","1"
"2007","Atlantic provinces","2016A00011","Calves born","July to December","Head","148","thousands","3","v41123343","3.3.2","36.7","","","","1"
"2007","Atlantic provinces","2016A00011","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123344","3.4.1","2.4","","","","1"
"2007","Atlantic provinces","2016A00011","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123345","3.4.2","0.4","","","","1"
"2007","Atlantic provinces","2016A00011","International imports of cattle","January to June","Head","148","thousands","3","v41123346","3.5.1","0.0","","","","1"
"2007","Atlantic provinces","2016A00011","International imports of cattle","July to December","Head","148","thousands","3","v41123347","3.5.2","0.0","","","","1"
"2007","Atlantic provinces","2016A00011","Total disposition of cattle","January to June","Head","148","thousands","3","v41123348","3.6.1","67.6","","","","1"
"2007","Atlantic provinces","2016A00011","Total disposition of cattle","July to December","Head","148","thousands","3","v41123349","3.6.2","53.6","","","","1"
"2007","Atlantic provinces","2016A00011","Slaughter of cattle","January to June","Head","148","thousands","3","v41123350","3.7.1","35.2","","","","1"
"2007","Atlantic provinces","2016A00011","Slaughter of cattle","July to December","Head","148","thousands","3","v41123351","3.7.2","31.9","","","","1"
"2007","Atlantic provinces","2016A00011","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123352","3.8.1","23.6","","","","1"
"2007","Atlantic provinces","2016A00011","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123353","3.8.2","11.8","","","","1"
"2007","Atlantic provinces","2016A00011","International exports of cattle","January to June","Head","148","thousands","3","v41123354","3.9.1","0.1","","","","1"
"2007","Atlantic provinces","2016A00011","International exports of cattle","July to December","Head","148","thousands","3","v41123355","3.9.2","0.5","","","","1"
"2007","Atlantic provinces","2016A00011","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123356","3.10.1","8.7","","","","1"
"2007","Atlantic provinces","2016A00011","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123357","3.10.2","9.4","","","","1"
"2007","Atlantic provinces","2016A00011","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123358","3.11.1","287.8","","","","1"
"2007","Atlantic provinces","2016A00011","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123359","3.11.2","271.3","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Total supply of cattle","January to June","Head","148","thousands","3","v41123360","4.1.1","14.0","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Total supply of cattle","July to December","Head","148","thousands","3","v41123361","4.1.2","14.9","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123362","4.2.1","12.0","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123363","4.2.2","12.5","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Calves born","January to June","Head","148","thousands","3","v41123364","4.3.1","2.0","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Calves born","July to December","Head","148","thousands","3","v41123365","4.3.2","2.0","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123366","4.4.1","0.0","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123367","4.4.2","0.4","","","","1"
"2007","Newfoundland and Labrador","2016A000210","International imports of cattle","January to June","Head","148","thousands","3","v41123368","4.5.1","0.0","","","","1"
"2007","Newfoundland and Labrador","2016A000210","International imports of cattle","July to December","Head","148","thousands","3","v41123369","4.5.2","0.0","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Total disposition of cattle","January to June","Head","148","thousands","3","v41123370","4.6.1","1.5","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Total disposition of cattle","July to December","Head","148","thousands","3","v41123371","4.6.2","2.4","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Slaughter of cattle","January to June","Head","148","thousands","3","v41123372","4.7.1","1.1","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Slaughter of cattle","July to December","Head","148","thousands","3","v41123373","4.7.2","1.5","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123374","4.8.1","0.0","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123375","4.8.2","0.0","","","","1"
"2007","Newfoundland and Labrador","2016A000210","International exports of cattle","January to June","Head","148","thousands","3","v41123376","4.9.1","0.0","","","","1"
"2007","Newfoundland and Labrador","2016A000210","International exports of cattle","July to December","Head","148","thousands","3","v41123377","4.9.2","0.4","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123378","4.10.1","0.4","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123379","4.10.2","0.5","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123380","4.11.1","12.5","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123381","4.11.2","12.5","","","","1"
"2007","Prince Edward Island","2016A000211","Total supply of cattle","January to June","Head","148","thousands","3","v41123382","5.1.1","104.1","","","","1"
"2007","Prince Edward Island","2016A000211","Total supply of cattle","July to December","Head","148","thousands","3","v41123383","5.1.2","96.2","","","","1"
"2007","Prince Edward Island","2016A000211","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123384","5.2.1","85.1","","","","1"
"2007","Prince Edward Island","2016A000211","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123385","5.2.2","87.3","","","","1"
"2007","Prince Edward Island","2016A000211","Calves born","January to June","Head","148","thousands","3","v41123386","5.3.1","16.9","","","","1"
"2007","Prince Edward Island","2016A000211","Calves born","July to December","Head","148","thousands","3","v41123387","5.3.2","8.9","","","","1"
"2007","Prince Edward Island","2016A000211","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123388","5.4.1","2.1","","","","1"
"2007","Prince Edward Island","2016A000211","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123389","5.4.2","0.0","","","","1"
"2007","Prince Edward Island","2016A000211","International imports of cattle","January to June","Head","148","thousands","3","v41123390","5.5.1","0.0","","","","1"
"2007","Prince Edward Island","2016A000211","International imports of cattle","July to December","Head","148","thousands","3","v41123391","5.5.2","0.0","","","","1"
"2007","Prince Edward Island","2016A000211","Total disposition of cattle","January to June","Head","148","thousands","3","v41123392","5.6.1","16.8","","","","1"
"2007","Prince Edward Island","2016A000211","Total disposition of cattle","July to December","Head","148","thousands","3","v41123393","5.6.2","19.0","","","","1"
"2007","Prince Edward Island","2016A000211","Slaughter of cattle","January to June","Head","148","thousands","3","v41123394","5.7.1","13.2","","","","1"
"2007","Prince Edward Island","2016A000211","Slaughter of cattle","July to December","Head","148","thousands","3","v41123395","5.7.2","10.5","","","","1"
"2007","Prince Edward Island","2016A000211","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123396","5.8.1","1.1","","","","1"
"2007","Prince Edward Island","2016A000211","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123397","5.8.2","6.0","","","","1"
"2007","Prince Edward Island","2016A000211","International exports of cattle","January to June","Head","148","thousands","3","v41123398","5.9.1","0.0","","","","1"
"2007","Prince Edward Island","2016A000211","International exports of cattle","July to December","Head","148","thousands","3","v41123399","5.9.2","0.0","","","","1"
"2007","Prince Edward Island","2016A000211","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123400","5.10.1","2.5","","","","1"
"2007","Prince Edward Island","2016A000211","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123401","5.10.2","2.5","","","","1"
"2007","Prince Edward Island","2016A000211","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123402","5.11.1","87.3","","","","1"
"2007","Prince Edward Island","2016A000211","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123403","5.11.2","77.2","","","","1"
"2007","Nova Scotia","2016A000212","Total supply of cattle","January to June","Head","148","thousands","3","v41123404","6.1.1","125.8","","","","1"
"2007","Nova Scotia","2016A000212","Total supply of cattle","July to December","Head","148","thousands","3","v41123405","6.1.2","116.4","","","","1"
"2007","Nova Scotia","2016A000212","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123406","6.2.1","101.8","","","","1"
"2007","Nova Scotia","2016A000212","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123407","6.2.2","101.5","","","","1"
"2007","Nova Scotia","2016A000212","Calves born","January to June","Head","148","thousands","3","v41123408","6.3.1","24.0","","","","1"
"2007","Nova Scotia","2016A000212","Calves born","July to December","Head","148","thousands","3","v41123409","6.3.2","14.9","","","","1"
"2007","Nova Scotia","2016A000212","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123410","6.4.1","0.0","","","","1"
"2007","Nova Scotia","2016A000212","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123411","6.4.2","0.0","","","","1"
"2007","Nova Scotia","2016A000212","International imports of cattle","January to June","Head","148","thousands","3","v41123412","6.5.1","0.0","","","","1"
"2007","Nova Scotia","2016A000212","International imports of cattle","July to December","Head","148","thousands","3","v41123413","6.5.2","0.0","","","","1"
"2007","Nova Scotia","2016A000212","Total disposition of cattle","January to June","Head","148","thousands","3","v41123414","6.6.1","24.3","","","","1"
"2007","Nova Scotia","2016A000212","Total disposition of cattle","July to December","Head","148","thousands","3","v41123415","6.6.2","15.2","","","","1"
"2007","Nova Scotia","2016A000212","Slaughter of cattle","January to June","Head","148","thousands","3","v41123416","6.7.1","11.2","","","","1"
"2007","Nova Scotia","2016A000212","Slaughter of cattle","July to December","Head","148","thousands","3","v41123417","6.7.2","11.6","","","","1"
"2007","Nova Scotia","2016A000212","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123418","6.8.1","9.7","","","","1"
"2007","Nova Scotia","2016A000212","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123419","6.8.2","0.2","","","","1"
"2007","Nova Scotia","2016A000212","International exports of cattle","January to June","Head","148","thousands","3","v41123420","6.9.1","0.0","","","","1"
"2007","Nova Scotia","2016A000212","International exports of cattle","July to December","Head","148","thousands","3","v41123421","6.9.2","0.0","","","","1"
"2007","Nova Scotia","2016A000212","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123422","6.10.1","3.4","","","","1"
"2007","Nova Scotia","2016A000212","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123423","6.10.2","3.4","","","","1"
"2007","Nova Scotia","2016A000212","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123424","6.11.1","101.5","","","","1"
"2007","Nova Scotia","2016A000212","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123425","6.11.2","101.2","","","","1"
"2007","New Brunswick","2016A000213","Total supply of cattle","January to June","Head","148","thousands","3","v41123426","7.1.1","111.5","","","","1"
"2007","New Brunswick","2016A000213","Total supply of cattle","July to December","Head","148","thousands","3","v41123427","7.1.2","97.4","","","","1"
"2007","New Brunswick","2016A000213","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123428","7.2.1","87.8","","","","1"
"2007","New Brunswick","2016A000213","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123429","7.2.2","86.5","","","","1"
"2007","New Brunswick","2016A000213","Calves born","January to June","Head","148","thousands","3","v41123430","7.3.1","23.4","","","","1"
"2007","New Brunswick","2016A000213","Calves born","July to December","Head","148","thousands","3","v41123431","7.3.2","10.9","","","","1"
"2007","New Brunswick","2016A000213","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123432","7.4.1","0.3","","","","1"
"2007","New Brunswick","2016A000213","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123433","7.4.2","0.0","","","","1"
"2007","New Brunswick","2016A000213","International imports of cattle","January to June","Head","148","thousands","3","v41123434","7.5.1","0.0","","","","1"
"2007","New Brunswick","2016A000213","International imports of cattle","July to December","Head","148","thousands","3","v41123435","7.5.2","0.0","","","","1"
"2007","New Brunswick","2016A000213","Total disposition of cattle","January to June","Head","148","thousands","3","v41123436","7.6.1","25.0","","","","1"
"2007","New Brunswick","2016A000213","Total disposition of cattle","July to December","Head","148","thousands","3","v41123437","7.6.2","17.0","","","","1"
"2007","New Brunswick","2016A000213","Slaughter of cattle","January to June","Head","148","thousands","3","v41123438","7.7.1","9.7","","","","1"
"2007","New Brunswick","2016A000213","Slaughter of cattle","July to December","Head","148","thousands","3","v41123439","7.7.2","8.3","","","","1"
"2007","New Brunswick","2016A000213","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123440","7.8.1","12.8","","","","1"
"2007","New Brunswick","2016A000213","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123441","7.8.2","5.6","","","","1"
"2007","New Brunswick","2016A000213","International exports of cattle","January to June","Head","148","thousands","3","v41123442","7.9.1","0.1","","","","1"
"2007","New Brunswick","2016A000213","International exports of cattle","July to December","Head","148","thousands","3","v41123443","7.9.2","0.1","","","","1"
"2007","New Brunswick","2016A000213","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123444","7.10.1","2.4","","","","1"
"2007","New Brunswick","2016A000213","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123445","7.10.2","3.0","","","","1"
"2007","New Brunswick","2016A000213","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123446","7.11.1","86.5","","","","1"
"2007","New Brunswick","2016A000213","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123447","7.11.2","80.4","","","","1"
"2007","Quebec","2016A000224","Total supply of cattle","January to June","Head","148","thousands","3","v41123448","8.1.1","1723.0","","","","1"
"2007","Quebec","2016A000224","Total supply of cattle","July to December","Head","148","thousands","3","v41123449","8.1.2","1687.5","","","","1"
"2007","Quebec","2016A000224","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123450","8.2.1","1360.0","","","","1"
"2007","Quebec","2016A000224","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123451","8.2.2","1380.0","","","","1"
"2007","Quebec","2016A000224","Calves born","January to June","Head","148","thousands","3","v41123452","8.3.1","282.6","","","","1"
"2007","Quebec","2016A000224","Calves born","July to December","Head","148","thousands","3","v41123453","8.3.2","205.2","","","","1"
"2007","Quebec","2016A000224","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123454","8.4.1","68.6","","","","1"
"2007","Quebec","2016A000224","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123455","8.4.2","91.3","","","","1"
"2007","Quebec","2016A000224","International imports of cattle","January to June","Head","148","thousands","3","v41123456","8.5.1","11.8","","","","1"
"2007","Quebec","2016A000224","International imports of cattle","July to December","Head","148","thousands","3","v41123457","8.5.2","11.0","","","","1"
"2007","Quebec","2016A000224","Total disposition of cattle","January to June","Head","148","thousands","3","v41123458","8.6.1","343.0","","","","1"
"2007","Quebec","2016A000224","Total disposition of cattle","July to December","Head","148","thousands","3","v41123459","8.6.2","362.5","","","","1"
"2007","Quebec","2016A000224","Slaughter of cattle","January to June","Head","148","thousands","3","v41123460","8.7.1","254.1","","","","1"
"2007","Quebec","2016A000224","Slaughter of cattle","July to December","Head","148","thousands","3","v41123461","8.7.2","249.5","","","","1"
"2007","Quebec","2016A000224","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123462","8.8.1","17.1","","","","1"
"2007","Quebec","2016A000224","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123463","8.8.2","35.8","","","","1"
"2007","Quebec","2016A000224","International exports of cattle","January to June","Head","148","thousands","3","v41123464","8.9.1","32.7","","","","1"
"2007","Quebec","2016A000224","International exports of cattle","July to December","Head","148","thousands","3","v41123465","8.9.2","45.7","","","","1"
"2007","Quebec","2016A000224","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123466","8.10.1","39.1","","","","1"
"2007","Quebec","2016A000224","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123467","8.10.2","31.5","","","","1"
"2007","Quebec","2016A000224","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123468","8.11.1","1380.0","","","","1"
"2007","Quebec","2016A000224","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123469","8.11.2","1325.0","","","","1"
"2007","Ontario","2016A000235","Total supply of cattle","January to June","Head","148","thousands","3","v41123470","9.1.1","2451.1","","","","1"
"2007","Ontario","2016A000235","Total supply of cattle","July to December","Head","148","thousands","3","v41123471","9.1.2","2304.5","","","","1"
"2007","Ontario","2016A000235","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123472","9.2.1","1913.3","","","","1"
"2007","Ontario","2016A000235","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123473","9.2.2","1967.2","","","","1"
"2007","Ontario","2016A000235","Calves born","January to June","Head","148","thousands","3","v41123474","9.3.1","395.9","","","","1"
"2007","Ontario","2016A000235","Calves born","July to December","Head","148","thousands","3","v41123475","9.3.2","140.9","","","","1"
"2007","Ontario","2016A000235","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123476","9.4.1","123.9","","","","1"
"2007","Ontario","2016A000235","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123477","9.4.2","184.8","","","","1"
"2007","Ontario","2016A000235","International imports of cattle","January to June","Head","148","thousands","3","v41123478","9.5.1","18.0","","","","1"
"2007","Ontario","2016A000235","International imports of cattle","July to December","Head","148","thousands","3","v41123479","9.5.2","11.6","","","","1"
"2007","Ontario","2016A000235","Total disposition of cattle","January to June","Head","148","thousands","3","v41123480","9.6.1","483.9","","","","1"
"2007","Ontario","2016A000235","Total disposition of cattle","July to December","Head","148","thousands","3","v41123481","9.6.2","410.8","","","","1"
"2007","Ontario","2016A000235","Slaughter of cattle","January to June","Head","148","thousands","3","v41123482","9.7.1","382.5","","","","1"
"2007","Ontario","2016A000235","Slaughter of cattle","July to December","Head","148","thousands","3","v41123483","9.7.2","316.1","","","","1"
"2007","Ontario","2016A000235","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123484","9.8.1","24.5","","","","1"
"2007","Ontario","2016A000235","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123485","9.8.2","8.6","","","","1"
"2007","Ontario","2016A000235","International exports of cattle","January to June","Head","148","thousands","3","v41123486","9.9.1","31.2","","","","1"
"2007","Ontario","2016A000235","International exports of cattle","July to December","Head","148","thousands","3","v41123487","9.9.2","54.3","","","","1"
"2007","Ontario","2016A000235","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123488","9.10.1","45.7","","","","1"
"2007","Ontario","2016A000235","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123489","9.10.2","31.8","","","","1"
"2007","Ontario","2016A000235","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123490","9.11.1","1967.2","","","","1"
"2007","Ontario","2016A000235","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123491","9.11.2","1893.7","","","","1"
"2007","Western provinces","","Total supply of cattle","January to June","Head","148","thousands","3","v41123492","10.1.1","14803.5","","","","1"
"2007","Western provinces","","Total supply of cattle","July to December","Head","148","thousands","3","v41123493","10.1.2","13216.5","","","","1"
"2007","Western provinces","","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123494","10.2.1","10575.0","","","","1"
"2007","Western provinces","","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123495","10.2.2","12030.0","","","","1"
"2007","Western provinces","","Calves born","January to June","Head","148","thousands","3","v41123496","10.3.1","3729.1","","","","1"
"2007","Western provinces","","Calves born","July to December","Head","148","thousands","3","v41123497","10.3.2","563.5","","","","1"
"2007","Western provinces","","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123498","10.4.1","498.8","","","","1"
"2007","Western provinces","","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123499","10.4.2","622.6","","","","1"
"2007","Western provinces","","International imports of cattle","January to June","Head","148","thousands","3","v41123500","10.5.1","0.6","","","","1"
"2007","Western provinces","","International imports of cattle","July to December","Head","148","thousands","3","v41123501","10.5.2","0.4","","","","1"
"2007","Western provinces","","Total disposition of cattle","January to June","Head","148","thousands","3","v41123502","10.6.1","2773.5","","","","1"
"2007","Western provinces","","Total disposition of cattle","July to December","Head","148","thousands","3","v41123503","10.6.2","2951.5","","","","1"
"2007","Western provinces","","Slaughter of cattle","January to June","Head","148","thousands","3","v41123504","10.7.1","1281.3","","","","1"
"2007","Western provinces","","Slaughter of cattle","July to December","Head","148","thousands","3","v41123505","10.7.2","1269.8","","","","1"
"2007","Western provinces","","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123506","10.8.1","628.5","","","","1"
"2007","Western provinces","","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123507","10.8.2","842.9","","","","1"
"2007","Western provinces","","International exports of cattle","January to June","Head","148","thousands","3","v41123508","10.9.1","548.4","","","","1"
"2007","Western provinces","","International exports of cattle","July to December","Head","148","thousands","3","v41123509","10.9.2","698.5","","","","1"
"2007","Western provinces","","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123510","10.10.1","315.3","","","","1"
"2007","Western provinces","","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123511","10.10.2","140.3","","","","1"
"2007","Western provinces","","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123512","10.11.1","12030.0","","","","1"
"2007","Western provinces","","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123513","10.11.2","10265.0","","","","1"
"2007","Manitoba","2016A000246","Total supply of cattle","January to June","Head","148","thousands","3","v41123514","11.1.1","1841.3","","","","1"
"2007","Manitoba","2016A000246","Total supply of cattle","July to December","Head","148","thousands","3","v41123515","11.1.2","1653.6","","","","1"
"2007","Manitoba","2016A000246","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123516","11.2.1","1375.0","","","","1"
"2007","Manitoba","2016A000246","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123517","11.2.2","1505.0","","","","1"
"2007","Manitoba","2016A000246","Calves born","January to June","Head","148","thousands","3","v41123518","11.3.1","438.1","","","","1"
"2007","Manitoba","2016A000246","Calves born","July to December","Head","148","thousands","3","v41123519","11.3.2","108.2","","","","1"
"2007","Manitoba","2016A000246","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123520","11.4.1","28.1","","","","1"
"2007","Manitoba","2016A000246","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123521","11.4.2","40.4","","","","1"
"2007","Manitoba","2016A000246","International imports of cattle","January to June","Head","148","thousands","3","v41123522","11.5.1","0.1","","","","1"
"2007","Manitoba","2016A000246","International imports of cattle","July to December","Head","148","thousands","3","v41123523","11.5.2","0.0","","","","1"
"2007","Manitoba","2016A000246","Total disposition of cattle","January to June","Head","148","thousands","3","v41123524","11.6.1","336.3","","","","1"
"2007","Manitoba","2016A000246","Total disposition of cattle","July to December","Head","148","thousands","3","v41123525","11.6.2","328.6","","","","1"
"2007","Manitoba","2016A000246","Slaughter of cattle","January to June","Head","148","thousands","3","v41123526","11.7.1","29.1","","","","1"
"2007","Manitoba","2016A000246","Slaughter of cattle","July to December","Head","148","thousands","3","v41123527","11.7.2","23.3","","","","1"
"2007","Manitoba","2016A000246","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123528","11.8.1","153.4","","","","1"
"2007","Manitoba","2016A000246","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123529","11.8.2","124.6","","","","1"
"2007","Manitoba","2016A000246","International exports of cattle","January to June","Head","148","thousands","3","v41123530","11.9.1","113.6","","","","1"
"2007","Manitoba","2016A000246","International exports of cattle","July to December","Head","148","thousands","3","v41123531","11.9.2","167.2","","","","1"
