"REF_DATE","GEO","DGUID","Supply and disposition of cattle","Survey date","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Newfoundland and Labrador","2016A000210","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123375","4.8.2","0.0","","","","1"
"2014","Newfoundland and Labrador","2016A000210","International exports of cattle","January to June","Head","148","thousands","3","v41123376","4.9.1","0.0","","","","1"
"2014","Newfoundland and Labrador","2016A000210","International exports of cattle","July to December","Head","148","thousands","3","v41123377","4.9.2","0.0","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123378","4.10.1","0.4","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123379","4.10.2","0.4","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123380","4.11.1","11.4","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123381","4.11.2","11.0","","","","1"
"2014","Prince Edward Island","2016A000211","Total supply of cattle","January to June","Head","148","thousands","3","v41123382","5.1.1","77.2","","","","1"
"2014","Prince Edward Island","2016A000211","Total supply of cattle","July to December","Head","148","thousands","3","v41123383","5.1.2","74.9","","","","1"
"2014","Prince Edward Island","2016A000211","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123384","5.2.1","62.6","","","","1"
"2014","Prince Edward Island","2016A000211","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123385","5.2.2","62.9","","","","1"
"2014","Prince Edward Island","2016A000211","Calves born","January to June","Head","148","thousands","3","v41123386","5.3.1","13.1","","","","1"
"2014","Prince Edward Island","2016A000211","Calves born","July to December","Head","148","thousands","3","v41123387","5.3.2","8.9","","","","1"
"2014","Prince Edward Island","2016A000211","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123388","5.4.1","1.5","","","","1"
"2014","Prince Edward Island","2016A000211","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123389","5.4.2","3.1","","","","1"
"2014","Prince Edward Island","2016A000211","International imports of cattle","January to June","Head","148","thousands","3","v41123390","5.5.1","0.0","","","","1"
"2014","Prince Edward Island","2016A000211","International imports of cattle","July to December","Head","148","thousands","3","v41123391","5.5.2","0.0","","","","1"
"2014","Prince Edward Island","2016A000211","Total disposition of cattle","January to June","Head","148","thousands","3","v41123392","5.6.1","14.3","","","","1"
"2014","Prince Edward Island","2016A000211","Total disposition of cattle","July to December","Head","148","thousands","3","v41123393","5.6.2","13.7","","","","1"
"2014","Prince Edward Island","2016A000211","Slaughter of cattle","January to June","Head","148","thousands","3","v41123394","5.7.1","8.9","","","","1"
"2014","Prince Edward Island","2016A000211","Slaughter of cattle","July to December","Head","148","thousands","3","v41123395","5.7.2","8.7","","","","1"
"2014","Prince Edward Island","2016A000211","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123396","5.8.1","3.5","","","","1"
"2014","Prince Edward Island","2016A000211","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123397","5.8.2","3.2","","","","1"
"2014","Prince Edward Island","2016A000211","International exports of cattle","January to June","Head","148","thousands","3","v41123398","5.9.1","0.0","","","","1"
"2014","Prince Edward Island","2016A000211","International exports of cattle","July to December","Head","148","thousands","3","v41123399","5.9.2","0.0","","","","1"
"2014","Prince Edward Island","2016A000211","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123400","5.10.1","1.9","","","","1"
"2014","Prince Edward Island","2016A000211","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123401","5.10.2","1.8","","","","1"
"2014","Prince Edward Island","2016A000211","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123402","5.11.1","62.9","","","","1"
"2014","Prince Edward Island","2016A000211","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123403","5.11.2","61.2","","","","1"
"2014","Nova Scotia","2016A000212","Total supply of cattle","January to June","Head","148","thousands","3","v41123404","6.1.1","101.4","","","","1"
"2014","Nova Scotia","2016A000212","Total supply of cattle","July to December","Head","148","thousands","3","v41123405","6.1.2","92.5","","","","1"
"2014","Nova Scotia","2016A000212","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123406","6.2.1","83.5","","","","1"
"2014","Nova Scotia","2016A000212","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123407","6.2.2","81.0","","","","1"
"2014","Nova Scotia","2016A000212","Calves born","January to June","Head","148","thousands","3","v41123408","6.3.1","17.9","","","","1"
"2014","Nova Scotia","2016A000212","Calves born","July to December","Head","148","thousands","3","v41123409","6.3.2","11.5","","","","1"
"2014","Nova Scotia","2016A000212","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123410","6.4.1","0.0","","","","1"
"2014","Nova Scotia","2016A000212","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123411","6.4.2","0.0","","","","1"
"2014","Nova Scotia","2016A000212","International imports of cattle","January to June","Head","148","thousands","3","v41123412","6.5.1","0.0","","","","1"
"2014","Nova Scotia","2016A000212","International imports of cattle","July to December","Head","148","thousands","3","v41123413","6.5.2","0.0","","","","1"
"2014","Nova Scotia","2016A000212","Total disposition of cattle","January to June","Head","148","thousands","3","v41123414","6.6.1","20.4","","","","1"
"2014","Nova Scotia","2016A000212","Total disposition of cattle","July to December","Head","148","thousands","3","v41123415","6.6.2","13.3","","","","1"
"2014","Nova Scotia","2016A000212","Slaughter of cattle","January to June","Head","148","thousands","3","v41123416","6.7.1","6.6","","","","1"
"2014","Nova Scotia","2016A000212","Slaughter of cattle","July to December","Head","148","thousands","3","v41123417","6.7.2","4.5","","","","1"
"2014","Nova Scotia","2016A000212","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123418","6.8.1","9.9","","","","1"
"2014","Nova Scotia","2016A000212","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123419","6.8.2","6.7","","","","1"
"2014","Nova Scotia","2016A000212","International exports of cattle","January to June","Head","148","thousands","3","v41123420","6.9.1","0.0","","","","1"
"2014","Nova Scotia","2016A000212","International exports of cattle","July to December","Head","148","thousands","3","v41123421","6.9.2","0.0","","","","1"
"2014","Nova Scotia","2016A000212","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123422","6.10.1","3.9","","","","1"
"2014","Nova Scotia","2016A000212","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123423","6.10.2","2.1","","","","1"
"2014","Nova Scotia","2016A000212","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123424","6.11.1","81.0","","","","1"
"2014","Nova Scotia","2016A000212","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123425","6.11.2","79.2","","","","1"
"2014","New Brunswick","2016A000213","Total supply of cattle","January to June","Head","148","thousands","3","v41123426","7.1.1","92.5","","","","1"
"2014","New Brunswick","2016A000213","Total supply of cattle","July to December","Head","148","thousands","3","v41123427","7.1.2","84.6","","","","1"
"2014","New Brunswick","2016A000213","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123428","7.2.1","72.0","","","","1"
"2014","New Brunswick","2016A000213","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123429","7.2.2","69.8","","","","1"
"2014","New Brunswick","2016A000213","Calves born","January to June","Head","148","thousands","3","v41123430","7.3.1","20.2","","","","1"
"2014","New Brunswick","2016A000213","Calves born","July to December","Head","148","thousands","3","v41123431","7.3.2","14.8","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123432","7.4.1","0.3","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123433","7.4.2","0.0","","","","1"
"2014","New Brunswick","2016A000213","International imports of cattle","January to June","Head","148","thousands","3","v41123434","7.5.1","0.0","","","","1"
"2014","New Brunswick","2016A000213","International imports of cattle","July to December","Head","148","thousands","3","v41123435","7.5.2","0.0","","","","1"
"2014","New Brunswick","2016A000213","Total disposition of cattle","January to June","Head","148","thousands","3","v41123436","7.6.1","22.7","","","","1"
"2014","New Brunswick","2016A000213","Total disposition of cattle","July to December","Head","148","thousands","3","v41123437","7.6.2","16.1","","","","1"
"2014","New Brunswick","2016A000213","Slaughter of cattle","January to June","Head","148","thousands","3","v41123438","7.7.1","7.6","","","","1"
"2014","New Brunswick","2016A000213","Slaughter of cattle","July to December","Head","148","thousands","3","v41123439","7.7.2","5.2","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123440","7.8.1","5.1","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123441","7.8.2","0.9","","","","1"
"2014","New Brunswick","2016A000213","International exports of cattle","January to June","Head","148","thousands","3","v41123442","7.9.1","7.4","","","","1"
"2014","New Brunswick","2016A000213","International exports of cattle","July to December","Head","148","thousands","3","v41123443","7.9.2","8.0","","","","1"
"2014","New Brunswick","2016A000213","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123444","7.10.1","2.6","","","","1"
"2014","New Brunswick","2016A000213","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123445","7.10.2","2.0","","","","1"
"2014","New Brunswick","2016A000213","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123446","7.11.1","69.8","","","","1"
"2014","New Brunswick","2016A000213","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123447","7.11.2","68.5","","","","1"
"2014","Quebec","2016A000224","Total supply of cattle","January to June","Head","148","thousands","3","v41123448","8.1.1","1449.4","","","","1"
"2014","Quebec","2016A000224","Total supply of cattle","July to December","Head","148","thousands","3","v41123449","8.1.2","1384.7","","","","1"
"2014","Quebec","2016A000224","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123450","8.2.1","1140.0","","","","1"
"2014","Quebec","2016A000224","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123451","8.2.2","1175.0","","","","1"
"2014","Quebec","2016A000224","Calves born","January to June","Head","148","thousands","3","v41123452","8.3.1","265.4","","","","1"
"2014","Quebec","2016A000224","Calves born","July to December","Head","148","thousands","3","v41123453","8.3.2","175.1","","","","1"
"2014","Quebec","2016A000224","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123454","8.4.1","28.6","","","","1"
"2014","Quebec","2016A000224","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123455","8.4.2","22.3","","","","1"
"2014","Quebec","2016A000224","International imports of cattle","January to June","Head","148","thousands","3","v41123456","8.5.1","15.4","","","","1"
"2014","Quebec","2016A000224","International imports of cattle","July to December","Head","148","thousands","3","v41123457","8.5.2","12.3","","","","1"
"2014","Quebec","2016A000224","Total disposition of cattle","January to June","Head","148","thousands","3","v41123458","8.6.1","274.4","","","","1"
"2014","Quebec","2016A000224","Total disposition of cattle","July to December","Head","148","thousands","3","v41123459","8.6.2","264.7","","","","1"
"2014","Quebec","2016A000224","Slaughter of cattle","January to June","Head","148","thousands","3","v41123460","8.7.1","173.1","","","","1"
"2014","Quebec","2016A000224","Slaughter of cattle","July to December","Head","148","thousands","3","v41123461","8.7.2","177.4","","","","1"
"2014","Quebec","2016A000224","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123462","8.8.1","19.4","","","","1"
"2014","Quebec","2016A000224","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123463","8.8.2","23.5","","","","1"
"2014","Quebec","2016A000224","International exports of cattle","January to June","Head","148","thousands","3","v41123464","8.9.1","43.1","","","","1"
"2014","Quebec","2016A000224","International exports of cattle","July to December","Head","148","thousands","3","v41123465","8.9.2","40.1","","","","1"
"2014","Quebec","2016A000224","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123466","8.10.1","38.8","","","","1"
"2014","Quebec","2016A000224","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123467","8.10.2","23.7","","","","1"
"2014","Quebec","2016A000224","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123468","8.11.1","1175.0","","","","1"
"2014","Quebec","2016A000224","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123469","8.11.2","1120.0","","","","1"
"2014","Ontario","2016A000235","Total supply of cattle","January to June","Head","148","thousands","3","v41123470","9.1.1","2098.1","","","","1"
"2014","Ontario","2016A000235","Total supply of cattle","July to December","Head","148","thousands","3","v41123471","9.1.2","2035.8","","","","1"
"2014","Ontario","2016A000235","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123472","9.2.1","1620.6","","","","1"
"2014","Ontario","2016A000235","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123473","9.2.2","1684.9","","","","1"
"2014","Ontario","2016A000235","Calves born","January to June","Head","148","thousands","3","v41123474","9.3.1","384.0","","","","1"
"2014","Ontario","2016A000235","Calves born","July to December","Head","148","thousands","3","v41123475","9.3.2","198.2","","","","1"
"2014","Ontario","2016A000235","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123476","9.4.1","87.6","","","","1"
"2014","Ontario","2016A000235","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123477","9.4.2","148.3","","","","1"
"2014","Ontario","2016A000235","International imports of cattle","January to June","Head","148","thousands","3","v41123478","9.5.1","5.9","","","","1"
"2014","Ontario","2016A000235","International imports of cattle","July to December","Head","148","thousands","3","v41123479","9.5.2","4.4","","","","1"
"2014","Ontario","2016A000235","Total disposition of cattle","January to June","Head","148","thousands","3","v41123480","9.6.1","413.2","","","","1"
"2014","Ontario","2016A000235","Total disposition of cattle","July to December","Head","148","thousands","3","v41123481","9.6.2","415.7","","","","1"
"2014","Ontario","2016A000235","Slaughter of cattle","January to June","Head","148","thousands","3","v41123482","9.7.1","291.6","","","","1"
"2014","Ontario","2016A000235","Slaughter of cattle","July to December","Head","148","thousands","3","v41123483","9.7.2","297.2","","","","1"
"2014","Ontario","2016A000235","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123484","9.8.1","11.2","","","","1"
"2014","Ontario","2016A000235","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123485","9.8.2","7.4","","","","1"
"2014","Ontario","2016A000235","International exports of cattle","January to June","Head","148","thousands","3","v41123486","9.9.1","70.1","","","","1"
"2014","Ontario","2016A000235","International exports of cattle","July to December","Head","148","thousands","3","v41123487","9.9.2","78.8","","","","1"
"2014","Ontario","2016A000235","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123488","9.10.1","40.3","","","","1"
"2014","Ontario","2016A000235","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123489","9.10.2","32.3","","","","1"
"2014","Ontario","2016A000235","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123490","9.11.1","1684.9","","","","1"
"2014","Ontario","2016A000235","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123491","9.11.2","1620.1","","","","1"
"2014","Western provinces","","Total supply of cattle","January to June","Head","148","thousands","3","v41123492","10.1.1","12275.4","","","","1"
"2014","Western provinces","","Total supply of cattle","July to December","Head","148","thousands","3","v41123493","10.1.2","11094.6","","","","1"
"2014","Western provinces","","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123494","10.2.1","9060.0","","","","1"
"2014","Western provinces","","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123495","10.2.2","9935.0","","","","1"
"2014","Western provinces","","Calves born","January to June","Head","148","thousands","3","v41123496","10.3.1","2821.7","","","","1"
"2014","Western provinces","","Calves born","July to December","Head","148","thousands","3","v41123497","10.3.2","561.4","","","","1"
"2014","Western provinces","","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123498","10.4.1","392.6","","","","1"
"2014","Western provinces","","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123499","10.4.2","592.6","","","","1"
"2014","Western provinces","","International imports of cattle","January to June","Head","148","thousands","3","v41123500","10.5.1","1.1","","","","1"
"2014","Western provinces","","International imports of cattle","July to December","Head","148","thousands","3","v41123501","10.5.2","5.6","","","","1"
"2014","Western provinces","","Total disposition of cattle","January to June","Head","148","thousands","3","v41123502","10.6.1","2340.4","","","","1"
"2014","Western provinces","","Total disposition of cattle","July to December","Head","148","thousands","3","v41123503","10.6.2","2414.6","","","","1"
"2014","Western provinces","","Slaughter of cattle","January to June","Head","148","thousands","3","v41123504","10.7.1","1087.1","","","","1"
"2014","Western provinces","","Slaughter of cattle","July to December","Head","148","thousands","3","v41123505","10.7.2","1094.8","","","","1"
"2014","Western provinces","","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123506","10.8.1","461.5","","","","1"
"2014","Western provinces","","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123507","10.8.2","724.6","","","","1"
"2014","Western provinces","","International exports of cattle","January to June","Head","148","thousands","3","v41123508","10.9.1","504.8","","","","1"
"2014","Western provinces","","International exports of cattle","July to December","Head","148","thousands","3","v41123509","10.9.2","493.0","","","","1"
"2014","Western provinces","","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123510","10.10.1","287.0","","","","1"
"2014","Western provinces","","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123511","10.10.2","102.2","","","","1"
"2014","Western provinces","","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123512","10.11.1","9935.0","","","","1"
"2014","Western provinces","","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123513","10.11.2","8680.0","","","","1"
"2014","Manitoba","2016A000246","Total supply of cattle","January to June","Head","148","thousands","3","v41123514","11.1.1","1428.4","","","","1"
"2014","Manitoba","2016A000246","Total supply of cattle","July to December","Head","148","thousands","3","v41123515","11.1.2","1291.8","","","","1"
"2014","Manitoba","2016A000246","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123516","11.2.1","1095.0","","","","1"
"2014","Manitoba","2016A000246","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123517","11.2.2","1165.0","","","","1"
"2014","Manitoba","2016A000246","Calves born","January to June","Head","148","thousands","3","v41123518","11.3.1","310.9","","","","1"
"2014","Manitoba","2016A000246","Calves born","July to December","Head","148","thousands","3","v41123519","11.3.2","84.8","","","","1"
"2014","Manitoba","2016A000246","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123520","11.4.1","22.2","","","","1"
"2014","Manitoba","2016A000246","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123521","11.4.2","41.7","","","","1"
"2014","Manitoba","2016A000246","International imports of cattle","January to June","Head","148","thousands","3","v41123522","11.5.1","0.3","","","","1"
"2014","Manitoba","2016A000246","International imports of cattle","July to December","Head","148","thousands","3","v41123523","11.5.2","0.3","","","","1"
"2014","Manitoba","2016A000246","Total disposition of cattle","January to June","Head","148","thousands","3","v41123524","11.6.1","263.4","","","","1"
"2014","Manitoba","2016A000246","Total disposition of cattle","July to December","Head","148","thousands","3","v41123525","11.6.2","256.8","","","","1"
"2014","Manitoba","2016A000246","Slaughter of cattle","January to June","Head","148","thousands","3","v41123526","11.7.1","29.8","","","","1"
"2014","Manitoba","2016A000246","Slaughter of cattle","July to December","Head","148","thousands","3","v41123527","11.7.2","31.4","","","","1"
"2014","Manitoba","2016A000246","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123528","11.8.1","109.0","","","","1"
"2014","Manitoba","2016A000246","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123529","11.8.2","125.7","","","","1"
"2014","Manitoba","2016A000246","International exports of cattle","January to June","Head","148","thousands","3","v41123530","11.9.1","92.3","","","","1"
"2014","Manitoba","2016A000246","International exports of cattle","July to December","Head","148","thousands","3","v41123531","11.9.2","85.8","","","","1"
"2014","Manitoba","2016A000246","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123532","11.10.1","32.3","","","","1"
"2014","Manitoba","2016A000246","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123533","11.10.2","13.9","","","","1"
"2014","Manitoba","2016A000246","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123534","11.11.1","1165.0","","","","1"
"2014","Manitoba","2016A000246","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123535","11.11.2","1035.0","","","","1"
"2014","Saskatchewan","2016A000247","Total supply of cattle","January to June","Head","148","thousands","3","v41123536","12.1.1","3329.0","","","","1"
"2014","Saskatchewan","2016A000247","Total supply of cattle","July to December","Head","148","thousands","3","v41123537","12.1.2","3016.3","","","","1"
"2014","Saskatchewan","2016A000247","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123538","12.2.1","2365.0","","","","1"
"2014","Saskatchewan","2016A000247","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123539","12.2.2","2705.0","","","","1"
"2014","Saskatchewan","2016A000247","Calves born","January to June","Head","148","thousands","3","v41123540","12.3.1","915.4","","","","1"
"2014","Saskatchewan","2016A000247","Calves born","July to December","Head","148","thousands","3","v41123541","12.3.2","254.5","","","","1"
"2014","Saskatchewan","2016A000247","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123542","12.4.1","48.2","","","","1"
"2014","Saskatchewan","2016A000247","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123543","12.4.2","56.3","","","","1"
"2014","Saskatchewan","2016A000247","International imports of cattle","January to June","Head","148","thousands","3","v41123544","12.5.1","0.4","","","","1"
"2014","Saskatchewan","2016A000247","International imports of cattle","July to December","Head","148","thousands","3","v41123545","12.5.2","0.5","","","","1"
"2014","Saskatchewan","2016A000247","Total disposition of cattle","January to June","Head","148","thousands","3","v41123546","12.6.1","624.0","","","","1"
"2014","Saskatchewan","2016A000247","Total disposition of cattle","July to December","Head","148","thousands","3","v41123547","12.6.2","791.3","","","","1"
"2014","Saskatchewan","2016A000247","Slaughter of cattle","January to June","Head","148","thousands","3","v41123548","12.7.1","99.0","","","","1"
"2014","Saskatchewan","2016A000247","Slaughter of cattle","July to December","Head","148","thousands","3","v41123549","12.7.2","93.4","","","","1"
"2014","Saskatchewan","2016A000247","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123550","12.8.1","242.7","","","","1"
"2014","Saskatchewan","2016A000247","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123551","12.8.2","444.4","","","","1"
"2014","Saskatchewan","2016A000247","International exports of cattle","January to June","Head","148","thousands","3","v41123552","12.9.1","190.1","","","","1"
"2014","Saskatchewan","2016A000247","International exports of cattle","July to December","Head","148","thousands","3","v41123553","12.9.2","224.1","","","","1"
"2014","Saskatchewan","2016A000247","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123554","12.10.1","92.2","","","","1"
"2014","Saskatchewan","2016A000247","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123555","12.10.2","29.4","","","","1"
"2014","Saskatchewan","2016A000247","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123556","12.11.1","2705.0","","","","1"
"2014","Saskatchewan","2016A000247","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123557","12.11.2","2225.0","","","","1"
"2014","Alberta","2016A000248","Total supply of cattle","January to June","Head","148","thousands","3","v41123558","13.1.1","6773.1","","","","1"
"2014","Alberta","2016A000248","Total supply of cattle","July to December","Head","148","thousands","3","v41123559","13.1.2","6113.5","","","","1"
"2014","Alberta","2016A000248","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123560","13.2.1","5030.0","","","","1"
"2014","Alberta","2016A000248","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123561","13.2.2","5425.0","","","","1"
"2014","Alberta","2016A000248","Calves born","January to June","Head","148","thousands","3","v41123562","13.3.1","1425.8","","","","1"
"2014","Alberta","2016A000248","Calves born","July to December","Head","148","thousands","3","v41123563","13.3.2","196.1","","","","1"
"2014","Alberta","2016A000248","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123564","13.4.1","316.9","","","","1"
"2014","Alberta","2016A000248","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123565","13.4.2","492.2","","","","1"
"2014","Alberta","2016A000248","International imports of cattle","January to June","Head","148","thousands","3","v41123566","13.5.1","0.4","","","","1"
"2014","Alberta","2016A000248","International imports of cattle","July to December","Head","148","thousands","3","v41123567","13.5.2","0.2","","","","1"
"2014","Alberta","2016A000248","Total disposition of cattle","January to June","Head","148","thousands","3","v41123568","13.6.1","1348.1","","","","1"
"2014","Alberta","2016A000248","Total disposition of cattle","July to December","Head","148","thousands","3","v41123569","13.6.2","1248.5","","","","1"
"2014","Alberta","2016A000248","Slaughter of cattle","January to June","Head","148","thousands","3","v41123570","13.7.1","934.4","","","","1"
"2014","Alberta","2016A000248","Slaughter of cattle","July to December","Head","148","thousands","3","v41123571","13.7.2","940.9","","","","1"
"2014","Alberta","2016A000248","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123572","13.8.1","79.5","","","","1"
"2014","Alberta","2016A000248","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123573","13.8.2","90.2","","","","1"
"2014","Alberta","2016A000248","International exports of cattle","January to June","Head","148","thousands","3","v41123574","13.9.1","193.3","","","","1"
"2014","Alberta","2016A000248","International exports of cattle","July to December","Head","148","thousands","3","v41123575","13.9.2","167.5","","","","1"
"2014","Alberta","2016A000248","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123576","13.10.1","140.9","","","","1"
"2014","Alberta","2016A000248","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123577","13.10.2","49.9","","","","1"
"2014","Alberta","2016A000248","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123578","13.11.1","5425.0","","","","1"
"2014","Alberta","2016A000248","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123579","13.11.2","4865.0","","","","1"
"2014","British Columbia","2016A000259","Total supply of cattle","January to June","Head","148","thousands","3","v41123580","14.1.1","744.9","","","","1"
"2014","British Columbia","2016A000259","Total supply of cattle","July to December","Head","148","thousands","3","v41123581","14.1.2","673.0","","","","1"
"2014","British Columbia","2016A000259","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123582","14.2.1","570.0","","","","1"
"2014","British Columbia","2016A000259","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123583","14.2.2","640.0","","","","1"
"2014","British Columbia","2016A000259","Calves born","January to June","Head","148","thousands","3","v41123584","14.3.1","169.6","","","","1"
"2014","British Columbia","2016A000259","Calves born","July to December","Head","148","thousands","3","v41123585","14.3.2","26.0","","","","1"
"2014","British Columbia","2016A000259","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123586","14.4.1","5.3","","","","1"
"2014","British Columbia","2016A000259","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123587","14.4.2","2.4","","","","1"
"2014","British Columbia","2016A000259","International imports of cattle","January to June","Head","148","thousands","3","v41123588","14.5.1","0.0","","","","1"
"2014","British Columbia","2016A000259","International imports of cattle","July to December","Head","148","thousands","3","v41123589","14.5.2","4.6","","","","1"
"2014","British Columbia","2016A000259","Total disposition of cattle","January to June","Head","148","thousands","3","v41123590","14.6.1","104.9","","","","1"
"2014","British Columbia","2016A000259","Total disposition of cattle","July to December","Head","148","thousands","3","v41123591","14.6.2","118.0","","","","1"
"2014","British Columbia","2016A000259","Slaughter of cattle","January to June","Head","148","thousands","3","v41123592","14.7.1","23.9","","","","1"
"2014","British Columbia","2016A000259","Slaughter of cattle","July to December","Head","148","thousands","3","v41123593","14.7.2","29.1","","","","1"
"2014","British Columbia","2016A000259","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123594","14.8.1","30.3","","","","1"
"2014","British Columbia","2016A000259","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123595","14.8.2","64.3","","","","1"
