"REF_DATE","GEO","DGUID","Supply and disposition of hogs","Survey date","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Ontario","2016A000235","Total disposition of hogs","July to December","Head","148","thousands","3","v1066363655","8.6.2","3423.3","","","","1"
"2010","Ontario","2016A000235","Interprovincial exports of hogs","January to June","Head","148","thousands","3","v1064723161","8.7.1","150.4","","","","1"
"2010","Ontario","2016A000235","Interprovincial exports of hogs","July to December","Head","148","thousands","3","v1064723162","8.7.2","235.7","","","","1"
"2010","Ontario","2016A000235","International exports of hogs","January to June","Head","148","thousands","3","v1064723163","8.8.1","655.8","","","","1"
"2010","Ontario","2016A000235","International exports of hogs","July to December","Head","148","thousands","3","v1064723164","8.8.2","668.4","","","","1"
"2010","Ontario","2016A000235","Deaths and condemnations of hogs","January to June","Head","148","thousands","3","v1064723165","8.9.1","156.3","","","","1"
"2010","Ontario","2016A000235","Deaths and condemnations of hogs","July to December","Head","148","thousands","3","v1064723166","8.9.2","156.2","","","","1"
"2010","Ontario","2016A000235","Other disposition of hogs","January to June","Head","148","thousands","3","v1066363656","8.10.1","2377.7","","","","1"
"2010","Ontario","2016A000235","Other disposition of hogs","July to December","Head","148","thousands","3","v1066363657","8.10.2","2363.0","","","","1"
"2010","Ontario","2016A000235","Ending inventory of hogs","January to June","Head","148","thousands","3","v1064723167","8.11.1","2994.6","","","","1"
"2010","Ontario","2016A000235","Ending inventory of hogs","July to December","Head","148","thousands","3","v1064723168","8.11.2","3043.0","","","","1"
"2010","Western provinces","","Total supply of hogs","January to June","Head","148","thousands","3","v1064723169","9.1.1","12218.4","","","","1"
"2010","Western provinces","","Total supply of hogs","July to December","Head","148","thousands","3","v1064723170","9.1.2","12211.4","","","","1"
"2010","Western provinces","","Beginning inventory of hogs","January to June","Head","148","thousands","3","v1064723171","9.2.1","5215.0","","","","1"
"2010","Western provinces","","Beginning inventory of hogs","July to December","Head","148","thousands","3","v1064723172","9.2.2","5299.0","","","","1"
"2010","Western provinces","","Pig crop","January to June","Head","148","thousands","3","v1064723173","9.3.1","6924.3","","","","1"
"2010","Western provinces","","Pig crop","July to December","Head","148","thousands","3","v1064723174","9.3.2","6826.0","","","","1"
"2010","Western provinces","","Interprovincial imports of hogs","January to June","Head","148","thousands","3","v1064723175","9.4.1","78.6","","","","1"
"2010","Western provinces","","Interprovincial imports of hogs","July to December","Head","148","thousands","3","v1064723176","9.4.2","85.5","","","","1"
"2010","Western provinces","","International imports of hogs","January to June","Head","148","thousands","3","v1064723177","9.5.1","0.5","","","","1"
"2010","Western provinces","","International imports of hogs","July to December","Head","148","thousands","3","v1064723178","9.5.2","0.9","","","","1"
"2010","Western provinces","","Total disposition of hogs","January to June","Head","148","thousands","3","v1066363658","9.6.1","6919.4","","","","1"
"2010","Western provinces","","Total disposition of hogs","July to December","Head","148","thousands","3","v1066363659","9.6.2","6877.4","","","","1"
"2010","Western provinces","","Interprovincial exports of hogs","January to June","Head","148","thousands","3","v1064723179","9.7.1","87.0","","","","1"
"2010","Western provinces","","Interprovincial exports of hogs","July to December","Head","148","thousands","3","v1064723180","9.7.2","83.0","","","","1"
"2010","Western provinces","","International exports of hogs","January to June","Head","148","thousands","3","v1064723181","9.8.1","2138.8","","","","1"
"2010","Western provinces","","International exports of hogs","July to December","Head","148","thousands","3","v1064723182","9.8.2","2171.6","","","","1"
"2010","Western provinces","","Deaths and condemnations of hogs","January to June","Head","148","thousands","3","v1064723183","9.9.1","336.4","","","","1"
"2010","Western provinces","","Deaths and condemnations of hogs","July to December","Head","148","thousands","3","v1064723184","9.9.2","335.5","","","","1"
"2010","Western provinces","","Other disposition of hogs","January to June","Head","148","thousands","3","v1066363660","9.10.1","4357.2","","","","1"
"2010","Western provinces","","Other disposition of hogs","July to December","Head","148","thousands","3","v1066363661","9.10.2","4287.3","","","","1"
"2010","Western provinces","","Ending inventory of hogs","January to June","Head","148","thousands","3","v1064723185","9.11.1","5299.0","","","","1"
"2010","Western provinces","","Ending inventory of hogs","July to December","Head","148","thousands","3","v1064723186","9.11.2","5334.0","","","","1"
"2010","Manitoba","2016A000246","Total supply of hogs","January to June","Head","148","thousands","3","v1064723187","10.1.1","6910.6","","","","1"
"2010","Manitoba","2016A000246","Total supply of hogs","July to December","Head","148","thousands","3","v1064723188","10.1.2","6969.4","","","","1"
"2010","Manitoba","2016A000246","Beginning inventory of hogs","January to June","Head","148","thousands","3","v1064723189","10.2.1","2700.0","","","","1"
"2010","Manitoba","2016A000246","Beginning inventory of hogs","July to December","Head","148","thousands","3","v1064723190","10.2.2","2815.0","","","","1"
"2010","Manitoba","2016A000246","Pig crop","January to June","Head","148","thousands","3","v1064723191","10.3.1","4178.6","","","","1"
"2010","Manitoba","2016A000246","Pig crop","July to December","Head","148","thousands","3","v1064723192","10.3.2","4121.5","","","","1"
"2010","Manitoba","2016A000246","Interprovincial imports of hogs","January to June","Head","148","thousands","3","v1064723193","10.4.1","31.5","","","","1"
"2010","Manitoba","2016A000246","Interprovincial imports of hogs","July to December","Head","148","thousands","3","v1064723194","10.4.2","32.5","","","","1"
"2010","Manitoba","2016A000246","International imports of hogs","January to June","Head","148","thousands","3","v1064723195","10.5.1","0.5","","","","1"
"2010","Manitoba","2016A000246","International imports of hogs","July to December","Head","148","thousands","3","v1064723196","10.5.2","0.4","","","","1"
"2010","Manitoba","2016A000246","Total disposition of hogs","January to June","Head","148","thousands","3","v1066363662","10.6.1","4095.6","","","","1"
"2010","Manitoba","2016A000246","Total disposition of hogs","July to December","Head","148","thousands","3","v1066363663","10.6.2","4119.4","","","","1"
"2010","Manitoba","2016A000246","Interprovincial exports of hogs","January to June","Head","148","thousands","3","v1064723197","10.7.1","44.4","","","","1"
"2010","Manitoba","2016A000246","Interprovincial exports of hogs","July to December","Head","148","thousands","3","v1064723198","10.7.2","43.0","","","","1"
"2010","Manitoba","2016A000246","International exports of hogs","January to June","Head","148","thousands","3","v1064723199","10.8.1","1736.2","","","","1"
"2010","Manitoba","2016A000246","International exports of hogs","July to December","Head","148","thousands","3","v1064723200","10.8.2","1758.0","","","","1"
"2010","Manitoba","2016A000246","Deaths and condemnations of hogs","January to June","Head","148","thousands","3","v1064723201","10.9.1","201.4","","","","1"
"2010","Manitoba","2016A000246","Deaths and condemnations of hogs","July to December","Head","148","thousands","3","v1064723202","10.9.2","202.6","","","","1"
"2010","Manitoba","2016A000246","Other disposition of hogs","January to June","Head","148","thousands","3","v1066363664","10.10.1","2113.6","","","","1"
"2010","Manitoba","2016A000246","Other disposition of hogs","July to December","Head","148","thousands","3","v1066363665","10.10.2","2115.8","","","","1"
"2010","Manitoba","2016A000246","Ending inventory of hogs","January to June","Head","148","thousands","3","v1064723203","10.11.1","2815.0","","","","1"
"2010","Manitoba","2016A000246","Ending inventory of hogs","July to December","Head","148","thousands","3","v1064723204","10.11.2","2850.0","","","","1"
"2010","Saskatchewan","2016A000247","Total supply of hogs","January to June","Head","148","thousands","3","v1064723205","11.1.1","2028.0","","","","1"
"2010","Saskatchewan","2016A000247","Total supply of hogs","July to December","Head","148","thousands","3","v1064723206","11.1.2","2088.4","","","","1"
"2010","Saskatchewan","2016A000247","Beginning inventory of hogs","January to June","Head","148","thousands","3","v1064723207","11.2.1","970.0","","","","1"
"2010","Saskatchewan","2016A000247","Beginning inventory of hogs","July to December","Head","148","thousands","3","v1064723208","11.2.2","975.0","","","","1"
"2010","Saskatchewan","2016A000247","Pig crop","January to June","Head","148","thousands","3","v1064723209","11.3.1","1031.5","","","","1"
"2010","Saskatchewan","2016A000247","Pig crop","July to December","Head","148","thousands","3","v1064723210","11.3.2","1081.4","","","","1"
"2010","Saskatchewan","2016A000247","Interprovincial imports of hogs","January to June","Head","148","thousands","3","v1064723211","11.4.1","26.5","","","","1"
"2010","Saskatchewan","2016A000247","Interprovincial imports of hogs","July to December","Head","148","thousands","3","v1064723212","11.4.2","32.0","","","","1"
"2010","Saskatchewan","2016A000247","International imports of hogs","January to June","Head","148","thousands","3","v1064723213","11.5.1","0.0","","","","1"
"2010","Saskatchewan","2016A000247","International imports of hogs","July to December","Head","148","thousands","3","v1064723214","11.5.2","0.0","","","","1"
"2010","Saskatchewan","2016A000247","Total disposition of hogs","January to June","Head","148","thousands","3","v1066363666","11.6.1","1053.0","","","","1"
"2010","Saskatchewan","2016A000247","Total disposition of hogs","July to December","Head","148","thousands","3","v1066363667","11.6.2","1093.4","","","","1"
"2010","Saskatchewan","2016A000247","Interprovincial exports of hogs","January to June","Head","148","thousands","3","v1064723215","11.7.1","24.0","","","","1"
"2010","Saskatchewan","2016A000247","Interprovincial exports of hogs","July to December","Head","148","thousands","3","v1064723216","11.7.2","23.9","","","","1"
"2010","Saskatchewan","2016A000247","International exports of hogs","January to June","Head","148","thousands","3","v1064723217","11.8.1","120.0","","","","1"
"2010","Saskatchewan","2016A000247","International exports of hogs","July to December","Head","148","thousands","3","v1064723218","11.8.2","140.3","","","","1"
"2010","Saskatchewan","2016A000247","Deaths and condemnations of hogs","January to June","Head","148","thousands","3","v1064723219","11.9.1","50.3","","","","1"
"2010","Saskatchewan","2016A000247","Deaths and condemnations of hogs","July to December","Head","148","thousands","3","v1064723220","11.9.2","52.3","","","","1"
"2010","Saskatchewan","2016A000247","Other disposition of hogs","January to June","Head","148","thousands","3","v1066363668","11.10.1","858.7","","","","1"
"2010","Saskatchewan","2016A000247","Other disposition of hogs","July to December","Head","148","thousands","3","v1066363669","11.10.2","876.9","","","","1"
"2010","Saskatchewan","2016A000247","Ending inventory of hogs","January to June","Head","148","thousands","3","v1064723221","11.11.1","975.0","","","","1"
"2010","Saskatchewan","2016A000247","Ending inventory of hogs","July to December","Head","148","thousands","3","v1064723222","11.11.2","995.0","","","","1"
"2010","Alberta","2016A000248","Total supply of hogs","January to June","Head","148","thousands","3","v1064723223","12.1.1","3059.1","","","","1"
"2010","Alberta","2016A000248","Total supply of hogs","July to December","Head","148","thousands","3","v1064723224","12.1.2","2957.1","","","","1"
"2010","Alberta","2016A000248","Beginning inventory of hogs","January to June","Head","148","thousands","3","v1064723225","12.2.1","1440.0","","","","1"
"2010","Alberta","2016A000248","Beginning inventory of hogs","July to December","Head","148","thousands","3","v1064723226","12.2.2","1420.0","","","","1"
"2010","Alberta","2016A000248","Pig crop","January to June","Head","148","thousands","3","v1064723227","12.3.1","1598.5","","","","1"
"2010","Alberta","2016A000248","Pig crop","July to December","Head","148","thousands","3","v1064723228","12.3.2","1516.3","","","","1"
"2010","Alberta","2016A000248","Interprovincial imports of hogs","January to June","Head","148","thousands","3","v1064723229","12.4.1","20.6","","","","1"
"2010","Alberta","2016A000248","Interprovincial imports of hogs","July to December","Head","148","thousands","3","v1064723230","12.4.2","20.3","","","","1"
"2010","Alberta","2016A000248","International imports of hogs","January to June","Head","148","thousands","3","v1064723231","12.5.1","0.0","","","","1"
"2010","Alberta","2016A000248","International imports of hogs","July to December","Head","148","thousands","3","v1064723232","12.5.2","0.5","","","","1"
"2010","Alberta","2016A000248","Total disposition of hogs","January to June","Head","148","thousands","3","v1066363670","12.6.1","1639.1","","","","1"
"2010","Alberta","2016A000248","Total disposition of hogs","July to December","Head","148","thousands","3","v1066363671","12.6.2","1552.1","","","","1"
"2010","Alberta","2016A000248","Interprovincial exports of hogs","January to June","Head","148","thousands","3","v1064723233","12.7.1","10.0","","","","1"
"2010","Alberta","2016A000248","Interprovincial exports of hogs","July to December","Head","148","thousands","3","v1064723234","12.7.2","10.0","","","","1"
"2010","Alberta","2016A000248","International exports of hogs","January to June","Head","148","thousands","3","v1064723235","12.8.1","276.4","","","","1"
"2010","Alberta","2016A000248","International exports of hogs","July to December","Head","148","thousands","3","v1064723236","12.8.2","269.6","","","","1"
"2010","Alberta","2016A000248","Deaths and condemnations of hogs","January to June","Head","148","thousands","3","v1064723237","12.9.1","78.4","","","","1"
"2010","Alberta","2016A000248","Deaths and condemnations of hogs","July to December","Head","148","thousands","3","v1064723238","12.9.2","75.1","","","","1"
"2010","Alberta","2016A000248","Other disposition of hogs","January to June","Head","148","thousands","3","v1066363672","12.10.1","1274.3","","","","1"
"2010","Alberta","2016A000248","Other disposition of hogs","July to December","Head","148","thousands","3","v1066363673","12.10.2","1197.4","","","","1"
"2010","Alberta","2016A000248","Ending inventory of hogs","January to June","Head","148","thousands","3","v1064723239","12.11.1","1420.0","","","","1"
"2010","Alberta","2016A000248","Ending inventory of hogs","July to December","Head","148","thousands","3","v1064723240","12.11.2","1405.0","","","","1"
"2010","British Columbia","2016A000259","Total supply of hogs","January to June","Head","148","thousands","3","v1064723241","13.1.1","220.7","","","","1"
"2010","British Columbia","2016A000259","Total supply of hogs","July to December","Head","148","thousands","3","v1064723242","13.1.2","196.5","","","","1"
"2010","British Columbia","2016A000259","Beginning inventory of hogs","January to June","Head","148","thousands","3","v1064723243","13.2.1","105.0","","","","1"
"2010","British Columbia","2016A000259","Beginning inventory of hogs","July to December","Head","148","thousands","3","v1064723244","13.2.2","89.0","","","","1"
"2010","British Columbia","2016A000259","Pig crop","January to June","Head","148","thousands","3","v1064723245","13.3.1","115.7","","","","1"
"2010","British Columbia","2016A000259","Pig crop","July to December","Head","148","thousands","3","v1064723246","13.3.2","106.8","","","","1"
"2010","British Columbia","2016A000259","Interprovincial imports of hogs","January to June","Head","148","thousands","3","v1064723247","13.4.1","0.0","","","","1"
"2010","British Columbia","2016A000259","Interprovincial imports of hogs","July to December","Head","148","thousands","3","v1064723248","13.4.2","0.7","","","","1"
"2010","British Columbia","2016A000259","International imports of hogs","January to June","Head","148","thousands","3","v1064723249","13.5.1","0.0","","","","1"
"2010","British Columbia","2016A000259","International imports of hogs","July to December","Head","148","thousands","3","v1064723250","13.5.2","0.0","","","","1"
"2010","British Columbia","2016A000259","Total disposition of hogs","January to June","Head","148","thousands","3","v1066363674","13.6.1","131.7","","","","1"
"2010","British Columbia","2016A000259","Total disposition of hogs","July to December","Head","148","thousands","3","v1066363675","13.6.2","112.5","","","","1"
"2010","British Columbia","2016A000259","Interprovincial exports of hogs","January to June","Head","148","thousands","3","v1064723251","13.7.1","8.6","","","","1"
"2010","British Columbia","2016A000259","Interprovincial exports of hogs","July to December","Head","148","thousands","3","v1064723252","13.7.2","6.1","","","","1"
"2010","British Columbia","2016A000259","International exports of hogs","January to June","Head","148","thousands","3","v1064723253","13.8.1","6.2","","","","1"
"2010","British Columbia","2016A000259","International exports of hogs","July to December","Head","148","thousands","3","v1064723254","13.8.2","3.7","","","","1"
"2010","British Columbia","2016A000259","Deaths and condemnations of hogs","January to June","Head","148","thousands","3","v1064723255","13.9.1","6.3","","","","1"
"2010","British Columbia","2016A000259","Deaths and condemnations of hogs","July to December","Head","148","thousands","3","v1064723256","13.9.2","5.5","","","","1"
"2010","British Columbia","2016A000259","Other disposition of hogs","January to June","Head","148","thousands","3","v1066363676","13.10.1","110.6","","","","1"
"2010","British Columbia","2016A000259","Other disposition of hogs","July to December","Head","148","thousands","3","v1066363677","13.10.2","97.2","","","","1"
"2010","British Columbia","2016A000259","Ending inventory of hogs","January to June","Head","148","thousands","3","v1064723257","13.11.1","89.0","","","","1"
"2010","British Columbia","2016A000259","Ending inventory of hogs","July to December","Head","148","thousands","3","v1064723258","13.11.2","84.0","","","","1"
"2011","Canada","2016A000011124","Total supply of hogs","January to June","Head","148","thousands","3","v1064723025","1.1.1","27170.7","","","","1"
"2011","Canada","2016A000011124","Total supply of hogs","July to December","Head","148","thousands","3","v1064723026","1.1.2","27626.4","","","","1"
"2011","Canada","2016A000011124","Beginning inventory of hogs","January to June","Head","148","thousands","3","v1064723027","1.2.1","12615.0","","","","1"
"2011","Canada","2016A000011124","Beginning inventory of hogs","July to December","Head","148","thousands","3","v1064723028","1.2.2","12650.0","","","","1"
"2011","Canada","2016A000011124","Pig crop","January to June","Head","148","thousands","3","v1064723029","1.3.1","14115.3","","","","1"
"2011","Canada","2016A000011124","Pig crop","July to December","Head","148","thousands","3","v1064723030","1.3.2","14529.8","","","","1"
"2011","Canada","2016A000011124","Interprovincial imports of hogs","January to June","Head","148","thousands","3","v1064723031","1.4.1","438.7","","","","1"
"2011","Canada","2016A000011124","Interprovincial imports of hogs","July to December","Head","148","thousands","3","v1064723032","1.4.2","445.1","","","","1"
"2011","Canada","2016A000011124","International imports of hogs","January to June","Head","148","thousands","3","v1064723033","1.5.1","1.7","","","","1"
"2011","Canada","2016A000011124","International imports of hogs","July to December","Head","148","thousands","3","v1064723034","1.5.2","1.5","","","","1"
"2011","Canada","2016A000011124","Total disposition of hogs","January to June","Head","148","thousands","3","v1066363626","1.6.1","14520.7","","","","1"
"2011","Canada","2016A000011124","Total disposition of hogs","July to December","Head","148","thousands","3","v1066363627","1.6.2","14856.4","","","","1"
"2011","Canada","2016A000011124","Interprovincial exports of hogs","January to June","Head","148","thousands","3","v1064723035","1.7.1","438.7","","","","1"
"2011","Canada","2016A000011124","Interprovincial exports of hogs","July to December","Head","148","thousands","3","v1064723036","1.7.2","445.1","","","","1"
"2011","Canada","2016A000011124","International exports of hogs","January to June","Head","148","thousands","3","v1064723037","1.8.1","2886.3","","","","1"
"2011","Canada","2016A000011124","International exports of hogs","July to December","Head","148","thousands","3","v1064723038","1.8.2","2934.8","","","","1"
"2011","Canada","2016A000011124","Deaths and condemnations of hogs","January to June","Head","148","thousands","3","v1064723039","1.9.1","696.1","","","","1"
"2011","Canada","2016A000011124","Deaths and condemnations of hogs","July to December","Head","148","thousands","3","v1064723040","1.9.2","713.9","","","","1"
"2011","Canada","2016A000011124","Other disposition of hogs","January to June","Head","148","thousands","3","v1066363628","1.10.1","10499.6","","","","1"
"2011","Canada","2016A000011124","Other disposition of hogs","July to December","Head","148","thousands","3","v1066363629","1.10.2","10762.6","","","","1"
"2011","Canada","2016A000011124","Ending inventory of hogs","January to June","Head","148","thousands","3","v1064723041","1.11.1","12650.0","","","","1"
"2011","Canada","2016A000011124","Ending inventory of hogs","July to December","Head","148","thousands","3","v1064723042","1.11.2","12770.0","","","","1"
"2011","Eastern provinces","","Total supply of hogs","January to June","Head","148","thousands","3","v1064723043","2.1.1","14866.7","","","","1"
"2011","Eastern provinces","","Total supply of hogs","July to December","Head","148","thousands","3","v1064723044","2.1.2","15055.8","","","","1"
"2011","Eastern provinces","","Beginning inventory of hogs","January to June","Head","148","thousands","3","v1064723045","2.2.1","7281.0","","","","1"
"2011","Eastern provinces","","Beginning inventory of hogs","July to December","Head","148","thousands","3","v1064723046","2.2.2","7277.0","","","","1"
"2011","Eastern provinces","","Pig crop","January to June","Head","148","thousands","3","v1064723047","2.3.1","7239.9","","","","1"
"2011","Eastern provinces","","Pig crop","July to December","Head","148","thousands","3","v1064723048","2.3.2","7429.9","","","","1"
"2011","Eastern provinces","","Interprovincial imports of hogs","January to June","Head","148","thousands","3","v1064723049","2.4.1","345.1","","","","1"
"2011","Eastern provinces","","Interprovincial imports of hogs","July to December","Head","148","thousands","3","v1064723050","2.4.2","348.5","","","","1"
"2011","Eastern provinces","","International imports of hogs","January to June","Head","148","thousands","3","v1064723051","2.5.1","0.7","","","","1"
"2011","Eastern provinces","","International imports of hogs","July to December","Head","148","thousands","3","v1064723052","2.5.2","0.4","","","","1"
"2011","Eastern provinces","","Total disposition of hogs","January to June","Head","148","thousands","3","v1066363630","2.6.1","7589.7","","","","1"
"2011","Eastern provinces","","Total disposition of hogs","July to December","Head","148","thousands","3","v1066363631","2.6.2","7711.8","","","","1"
"2011","Eastern provinces","","Interprovincial exports of hogs","January to June","Head","148","thousands","3","v1064723053","2.7.1","356.3","","","","1"
"2011","Eastern provinces","","Interprovincial exports of hogs","July to December","Head","148","thousands","3","v1064723054","2.7.2","357.4","","","","1"
"2011","Eastern provinces","","International exports of hogs","January to June","Head","148","thousands","3","v1064723055","2.8.1","683.8","","","","1"
"2011","Eastern provinces","","International exports of hogs","July to December","Head","148","thousands","3","v1064723056","2.8.2","614.2","","","","1"
"2011","Eastern provinces","","Deaths and condemnations of hogs","January to June","Head","148","thousands","3","v1064723057","2.9.1","359.3","","","","1"
"2011","Eastern provinces","","Deaths and condemnations of hogs","July to December","Head","148","thousands","3","v1064723058","2.9.2","365.8","","","","1"
"2011","Eastern provinces","","Other disposition of hogs","January to June","Head","148","thousands","3","v1066363632","2.10.1","6190.3","","","","1"
"2011","Eastern provinces","","Other disposition of hogs","July to December","Head","148","thousands","3","v1066363633","2.10.2","6374.4","","","","1"
"2011","Eastern provinces","","Ending inventory of hogs","January to June","Head","148","thousands","3","v1064723059","2.11.1","7277.0","","","","1"
"2011","Eastern provinces","","Ending inventory of hogs","July to December","Head","148","thousands","3","v1064723060","2.11.2","7344.0","","","","1"
"2011","Newfoundland and Labrador","2016A000210","Total supply of hogs","January to June","Head","148","thousands","3","v1064723061","3.1.1","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","Total supply of hogs","July to December","Head","148","thousands","3","v1064723062","3.1.2","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","Beginning inventory of hogs","January to June","Head","148","thousands","3","v1064723063","3.2.1","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","Beginning inventory of hogs","July to December","Head","148","thousands","3","v1064723064","3.2.2","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","Pig crop","January to June","Head","148","thousands","3","v1064723065","3.3.1","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","Pig crop","July to December","Head","148","thousands","3","v1064723066","3.3.2","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","Interprovincial imports of hogs","January to June","Head","148","thousands","3","v1064723067","3.4.1","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","Interprovincial imports of hogs","July to December","Head","148","thousands","3","v1064723068","3.4.2","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","International imports of hogs","January to June","Head","148","thousands","3","v1064723069","3.5.1","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","International imports of hogs","July to December","Head","148","thousands","3","v1064723070","3.5.2","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","Total disposition of hogs","January to June","Head","148","thousands","3","v1066363634","3.6.1","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","Total disposition of hogs","July to December","Head","148","thousands","3","v1066363635","3.6.2","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","Interprovincial exports of hogs","January to June","Head","148","thousands","3","v1064723071","3.7.1","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","Interprovincial exports of hogs","July to December","Head","148","thousands","3","v1064723072","3.7.2","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","International exports of hogs","January to June","Head","148","thousands","3","v1064723073","3.8.1","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","International exports of hogs","July to December","Head","148","thousands","3","v1064723074","3.8.2","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","Deaths and condemnations of hogs","January to June","Head","148","thousands","3","v1064723075","3.9.1","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","Deaths and condemnations of hogs","July to December","Head","148","thousands","3","v1064723076","3.9.2","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","Other disposition of hogs","January to June","Head","148","thousands","3","v1066363636","3.10.1","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","Other disposition of hogs","July to December","Head","148","thousands","3","v1066363637","3.10.2","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","Ending inventory of hogs","January to June","Head","148","thousands","3","v1064723077","3.11.1","","x","","","1"
"2011","Newfoundland and Labrador","2016A000210","Ending inventory of hogs","July to December","Head","148","thousands","3","v1064723078","3.11.2","","x","","","1"
"2011","Prince Edward Island","2016A000211","Total supply of hogs","January to June","Head","148","thousands","3","v1064723079","4.1.1","111.1","","","","1"
"2011","Prince Edward Island","2016A000211","Total supply of hogs","July to December","Head","148","thousands","3","v1064723080","4.1.2","111.7","","","","1"
"2011","Prince Edward Island","2016A000211","Beginning inventory of hogs","January to June","Head","148","thousands","3","v1064723081","4.2.1","52.1","","","","1"
"2011","Prince Edward Island","2016A000211","Beginning inventory of hogs","July to December","Head","148","thousands","3","v1064723082","4.2.2","56.0","","","","1"
"2011","Prince Edward Island","2016A000211","Pig crop","January to June","Head","148","thousands","3","v1064723083","4.3.1","59.0","","","","1"
"2011","Prince Edward Island","2016A000211","Pig crop","July to December","Head","148","thousands","3","v1064723084","4.3.2","55.7","","","","1"
"2011","Prince Edward Island","2016A000211","Interprovincial imports of hogs","January to June","Head","148","thousands","3","v1064723085","4.4.1","0.0","","","","1"
"2011","Prince Edward Island","2016A000211","Interprovincial imports of hogs","July to December","Head","148","thousands","3","v1064723086","4.4.2","0.0","","","","1"
"2011","Prince Edward Island","2016A000211","International imports of hogs","January to June","Head","148","thousands","3","v1064723087","4.5.1","0.0","","","","1"
"2011","Prince Edward Island","2016A000211","International imports of hogs","July to December","Head","148","thousands","3","v1064723088","4.5.2","0.0","","","","1"
"2011","Prince Edward Island","2016A000211","Total disposition of hogs","January to June","Head","148","thousands","3","v1066363638","4.6.1","55.1","","","","1"
"2011","Prince Edward Island","2016A000211","Total disposition of hogs","July to December","Head","148","thousands","3","v1066363639","4.6.2","53.4","","","","1"
"2011","Prince Edward Island","2016A000211","Interprovincial exports of hogs","January to June","Head","148","thousands","3","v1064723089","4.7.1","5.5","","","","1"
"2011","Prince Edward Island","2016A000211","Interprovincial exports of hogs","July to December","Head","148","thousands","3","v1064723090","4.7.2","16.4","","","","1"
"2011","Prince Edward Island","2016A000211","International exports of hogs","January to June","Head","148","thousands","3","v1064723091","4.8.1","0.0","","","","1"
"2011","Prince Edward Island","2016A000211","International exports of hogs","July to December","Head","148","thousands","3","v1064723092","4.8.2","0.5","","","","1"
"2011","Prince Edward Island","2016A000211","Deaths and condemnations of hogs","January to June","Head","148","thousands","3","v1064723093","4.9.1","2.5","","","","1"
"2011","Prince Edward Island","2016A000211","Deaths and condemnations of hogs","July to December","Head","148","thousands","3","v1064723094","4.9.2","2.0","","","","1"
"2011","Prince Edward Island","2016A000211","Other disposition of hogs","January to June","Head","148","thousands","3","v1066363640","4.10.1","47.1","","","","1"
"2011","Prince Edward Island","2016A000211","Other disposition of hogs","July to December","Head","148","thousands","3","v1066363641","4.10.2","34.5","","","","1"
"2011","Prince Edward Island","2016A000211","Ending inventory of hogs","January to June","Head","148","thousands","3","v1064723095","4.11.1","56.0","","","","1"
"2011","Prince Edward Island","2016A000211","Ending inventory of hogs","July to December","Head","148","thousands","3","v1064723096","4.11.2","58.3","","","","1"
"2011","Nova Scotia","2016A000212","Total supply of hogs","January to June","Head","148","thousands","3","v1064723097","5.1.1","","x","","","1"
"2011","Nova Scotia","2016A000212","Total supply of hogs","July to December","Head","148","thousands","3","v1064723098","5.1.2","","x","","","1"
"2011","Nova Scotia","2016A000212","Beginning inventory of hogs","January to June","Head","148","thousands","3","v1064723099","5.2.1","","x","","","1"
"2011","Nova Scotia","2016A000212","Beginning inventory of hogs","July to December","Head","148","thousands","3","v1064723100","5.2.2","","x","","","1"
"2011","Nova Scotia","2016A000212","Pig crop","January to June","Head","148","thousands","3","v1064723101","5.3.1","","x","","","1"
"2011","Nova Scotia","2016A000212","Pig crop","July to December","Head","148","thousands","3","v1064723102","5.3.2","","x","","","1"
"2011","Nova Scotia","2016A000212","Interprovincial imports of hogs","January to June","Head","148","thousands","3","v1064723103","5.4.1","","x","","","1"
"2011","Nova Scotia","2016A000212","Interprovincial imports of hogs","July to December","Head","148","thousands","3","v1064723104","5.4.2","","x","","","1"
"2011","Nova Scotia","2016A000212","International imports of hogs","January to June","Head","148","thousands","3","v1064723105","5.5.1","","x","","","1"
