CD,Sheep,Lamb,Sheep_AU,Lamb_AU,SheepAnimalUnits,Sheep_Manure_kgperyear,Lamb_Manure_kgperyear,SheepManure_kgperyear,Sheep_P_kgperyear,Lamb_P_kgperyear,SheepP_kgperyear,Sheep_Pinorg_kgperyear,Lamb_Pinorg_kgperyear,SheepPinorg_kgperyear,Sheep_Porg_kgperyear,Lamb_Porg_kgperyear,SheepPorg_kgperyear
2445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2446,1626.0,1378.0,325.2,192.99719887955183,518.1971988795518,2155555.6799999997,1279262.6330532213,3434818.313053221,3772.2224399999996,2238.709607843137,6010.932047843136,1848.3889955999998,1096.967707843137,2945.356703443137,1923.8334443999997,1141.7418999999998,3065.5753443999993
2447,1471.0,1288.0,294.2,180.3921568627451,474.5921568627451,1950075.2799999998,1195711.3725490195,3145786.652549019,3412.6317399999994,2092.494901960784,5505.126641960784,1672.1895525999996,1025.3225019607842,2697.512054560784,1740.4421873999997,1067.1723999999997,2807.6145873999994
2448,1368.0,1117.0,273.6,156.44257703081234,430.04257703081237,1813530.24,1036963.9775910366,2850494.2175910366,3173.6779199999996,1814.686960784314,4988.364880784314,1555.1021807999998,889.1966107843137,2444.2987915843137,1618.5757391999998,925.4903500000001,2544.0660892
2449,2674.0,2036.0,534.8,285.1540616246499,819.9540616246499,3544868.32,1890115.1820728292,5434983.502072829,6203.519559999999,3307.7015686274513,9511.22112862745,3039.7245843999995,1620.773768627451,4660.49835302745,3163.7949755999994,1686.9278000000002,4850.722775599999
2450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2451,2248.0,1579.0,449.6,221.1484593837535,670.7484593837535,2980128.64,1465860.4481792718,4445989.088179272,5215.22512,2565.255784313725,7780.480904313725,2555.4603088,1256.9753343137254,3812.4356431137253,2659.7648112,1308.2804499999997,3968.0452612
2452,1622.0,1855.0,324.4,259.80392156862746,584.2039215686275,2150252.96,1722084.3137254901,3872337.27372549,3762.9426799999997,3013.647549019607,6776.590229019606,1843.8419132,1476.6872990196075,3320.5292122196074,1919.1007667999997,1536.9602499999996,3456.0610167999994
2453,433.0,322.0,86.6,45.09803921568628,131.69803921568626,574019.44,298927.8431372549,872947.2831372549,1004.5340199999998,523.123725490196,1527.6577454901958,492.2216697999999,256.33062549019604,748.552295290196,512.3123502,266.7930999999999,779.1054502
2454,5288.0,3482.0,1057.6,487.67507002801125,1545.2750700280112,7010195.84,3232505.4341736697,10242701.27417367,12267.842719999999,5656.884509803922,17924.72722980392,6011.242932799999,2771.8734098039217,8783.11634260392,6256.5997872,2885.0111,9141.6108872
2455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2456,695.0,2209.0,139.0,309.3837535014006,448.3837535014006,921347.6000000001,2050719.2717086836,2972066.8717086837,1612.3583,3588.758725490196,5201.117025490196,790.055567,1758.491775490196,2548.547342490196,822.3027330000001,1830.26695,2652.569683
2457,1035.0,1585.0,207.0,221.9887955182073,428.9887955182073,1372078.8,1471430.532212885,2843509.332212885,2401.1378999999997,2575.0034313725487,4976.141331372548,1176.5575709999998,1261.7516813725488,2438.3092523725486,1224.580329,1313.25175,2537.832079
2458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2460,414.0,360.0,82.8,50.420168067226896,133.2201680672269,548831.52,334205.0420168068,883036.5620168068,960.45516,584.8588235294118,1545.3139835294119,470.62302839999995,286.58082352941176,757.2038519294117,489.8321316,298.278,788.1101316
2461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2464,15.0,556.0,3.0,77.87114845938376,80.87114845938376,19885.2,516161.1204481793,536046.3204481793,34.799099999999996,903.2819607843137,938.0810607843136,17.051558999999997,442.6081607843137,459.6597197843137,17.747541,460.67379999999997,478.421341
2465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2468,22.0,0.0,4.4,0.0,4.4,29164.960000000003,0.0,29164.960000000003,51.03868000000001,0.0,51.03868000000001,25.008953200000004,0.0,25.008953200000004,26.029726800000002,0.0,26.029726800000002
2469,2393.0,2654.0,478.6,371.7086834733894,850.3086834733895,3172352.24,2463833.8375350144,5636186.077535015,5551.61642,4311.709215686275,9863.325635686275,2720.2920458,2112.7375156862745,4833.029561486274,2831.3243742000004,2198.9717,5030.2960742000005
2470,330.0,359.0,66.0,50.280112044817926,116.28011204481793,437474.39999999997,333276.6946778711,770751.0946778711,765.5801999999999,583.2342156862744,1348.8144156862743,375.13429799999994,285.78476568627445,660.9190636862744,390.44590199999993,297.44944999999996,687.8953519999999
2471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2473,0.0,476.0,0.0,66.66666666666667,66.66666666666667,0.0,441893.3333333334,441893.3333333334,0.0,773.3133333333333,773.3133333333333,0.0,378.9235333333333,378.9235333333333,0.0,394.3898,394.3898
2474,0.0,781.0,0.0,109.38375350140056,109.38375350140056,0.0,725039.2717086836,725039.2717086836,0.0,1268.8187254901961,1268.8187254901961,0.0,621.7211754901961,621.7211754901961,0.0,647.0975500000001,647.0975500000001
2475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2478,15.0,0.0,3.0,0.0,3.0,19885.2,0.0,19885.2,34.799099999999996,0.0,34.799099999999996,17.051558999999997,0.0,17.051558999999997,17.747541,0.0,17.747541
2479,1422.0,1005.0,284.4,140.75630252100842,425.1563025210084,1885116.96,932989.0756302522,2818106.035630252,3298.95468,1632.7308823529413,4931.685562352941,1616.4877932,800.0381323529413,2416.5259255529413,1682.4668867999999,832.69275,2515.1596368
2480,1511.0,1021.0,302.2,142.99719887955183,445.1971988795518,2003102.48,947842.6330532213,2950945.1130532213,3505.4293399999997,1658.7246078431372,5164.153947843137,1717.6603765999998,812.7750578431372,2530.435434443137,1787.7689633999998,845.9495499999999,2633.7185133999997
2481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2482,2121.0,3317.0,424.2,464.5658263305322,888.7658263305323,2811767.28,3079328.1232493,5891095.403249299,4920.592739999999,5388.824215686274,10309.416955686273,2411.0904425999997,2640.5238656862743,5051.6143082862745,2509.5022973999994,2748.30035,5257.8026474
2483,625.0,0.0,125.0,0.0,125.0,828550.0,0.0,828550.0,1449.9625,0.0,1449.9625,710.481625,0.0,710.481625,739.4808750000001,0.0,739.4808750000001
2484,1176.0,969.0,235.2,135.71428571428572,370.9142857142857,1558999.68,899568.5714285716,2458568.2514285715,2728.2494399999996,1574.2450000000003,4302.49444,1336.8422255999997,771.3800500000002,2108.2222756,1391.4072144,802.8649500000001,2194.2721644000003
2485,906.0,532.0,181.2,74.50980392156863,255.7098039215686,1201066.0799999998,493880.78431372554,1694946.8643137254,2101.8656399999995,864.2913725490196,2966.157012549019,1029.9141635999997,423.5027725490196,1453.4169361490194,1071.9514763999998,440.7886,1512.7400764
2486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2487,1256.0,1574.0,251.2,220.44817927170868,471.64817927170867,1665054.0799999998,1461218.7114845938,3126272.7914845934,2913.84464,2557.132745098039,5470.977385098038,1427.7838735999999,1252.995045098039,2680.778918698039,1486.0607664,1304.1376999999998,2790.1984663999997
2488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2492,1093.0,926.0,218.6,129.6918767507003,348.2918767507003,1448968.24,859649.6358543418,2308617.875854342,2535.69442,1504.386862745098,4040.0812827450977,1242.4902657999999,737.1495627450979,1979.6398285450978,1293.2041542,767.2373,2060.4414542
2493,1868.0,1989.0,373.6,278.5714285714286,652.1714285714286,2476370.24,1846482.8571428575,4322853.0971428575,4333.64792,3231.3450000000007,7564.992920000001,2123.4874808,1583.3590500000003,3706.8465308000004,2210.1604392000004,1647.9859500000005,3858.146389200001
2494,766.0,618.0,153.2,86.5546218487395,239.75462184873948,1015470.8799999999,573718.6554621849,1589189.5354621848,1777.0740399999997,1004.0076470588235,2781.0816870588233,870.7662795999998,491.9637470588235,1362.7300266588234,906.3077603999999,512.0439,1418.3516604
2495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2497,12.0,0.0,2.4,0.0,2.4,15908.159999999998,0.0,15908.159999999998,27.839279999999995,0.0,27.839279999999995,13.641247199999997,0.0,13.641247199999997,14.198032799999998,0.0,14.198032799999998
2498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
