CD,ChickensBroilers,ChickensPullets,ChickensLayers,TurkeysMature,ChickensBroilers_AU,ChickensPullets_AU,ChickensLayers_AU,TurkeysMature_AU,PoultryAnimalUnits,ChickensBroilers_Manure_kgperyear,ChickensPullets_Manure_kgperyear,ChickensLayers_Manure_kgperyear,TurkeysMature_Manure_kgperyear,PoultryManure_kgperyear,ChickensBroilers_P_kgperyear,ChickensPullets_P_kgperyear,ChickensLayers_P_kgperyear,TurkeysMature_P_kgperyear,PoultryP_kgperyear,ChickensBroilers_Pinorg_kgperyear,ChickensPullets_Pinorg_kgperyear,ChickensLayers_Pinorg_kgperyear,TurkeysMature_Pinorg_kgperyear,PoultryPinorg_kgperyear,ChickensBroilers_Porg_kgperyear,ChickensPullets_Porg_kgperyear,ChickensLayers_Porg_kgperyear,TurkeysMature_Porg_kgperyear,PoultryPorg_kgperyear
2481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2483,4267.68,0.0,0.0,0.0,9.379516483516484,0.0,0.0,0.0,9.379516483516484,127378.37915984188,0.0,0.0,0.0,127378.37915984188,405.29484278131486,0.0,0.0,0.0,405.29484278131486,231.01806038534946,0.0,0.0,0.0,231.01806038534946,174.2767823959654,0.0,0.0,0.0,174.2767823959654
2484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2489,0.0,26458.120000000003,107880.0,0.0,0.0,58.14971428571429,431.52,0.0,489.6697142857143,0.0,438898.7849435422,4482289.290719996,0.0,4921188.075663539,0.0,2540.9929654626144,25950.0958936421,0.0,28491.088859104715,0.0,1448.3659903136902,14791.554659375997,0.0,16239.920649689688,0.0,1092.6269751489242,11158.541234266104,0.0,12251.168209415027
2490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2491,75994.08,0.0,0.0,0.0,167.01995604395606,0.0,0.0,0.0,167.01995604395606,2268211.9409476244,0.0,0.0,0.0,2268211.9409476244,7217.037993924256,0.0,0.0,0.0,7217.037993924256,4113.711656536825,0.0,0.0,0.0,4113.711656536825,3103.3263373874297,0.0,0.0,0.0,3103.3263373874297
2492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2493,237363.52000000002,21785.16,140552.0,0.0,521.678065934066,47.87947252747253,562.208,0.0,1131.7655384615387,7084640.940575374,361381.69506377087,5839773.121887995,0.0,13285795.757527139,22542.03935637618,2092.209813527096,33809.21281093052,0.0,58443.461980833796,12848.96243313442,1192.5595937104445,19271.251302230394,0.0,33312.77332907526,9693.076923241757,899.6502198166512,14537.961508700124,0.0,25130.68865175853
2494,0.0,0.0,49704.0,0.0,0.0,0.0,198.816,0.0,198.816,0.0,0.0,2065143.7421759982,0.0,2065143.7421759982,0.0,0.0,11956.095349439996,0.0,11956.095349439996,0.0,0.0,6814.974349180798,0.0,6814.974349180798,0.0,0.0,5141.121000259199,0.0,5141.121000259199
2495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
